,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,self_thread,card,quoted_status_id,quoted_status_id_str,quoted_status_permalink,label
15,1.02409053135627E+018,Tue Jul 31 00:33:04 +0000 2018,1.02409053135627E+018,1.02409053135627E+018,Akkage Kimba අක්කගෙ කිම්බ​ https://t.co/Mx6qRzDqH8 https://t.co/72oUISx88I,False,"[0, 50]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Mx6qRzDqH8', 'expanded_url': 'http://dlvr.it/QdJ0zL', 'display_url': 'dlvr.it/QdJ0zL', 'indices': [27, 50]}], 'media': [{'id': 1024090529695293440, 'id_str': '1024090529695293440', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/media/DjZM6TBUYAA_zyJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DjZM6TBUYAA_zyJ.jpg', 'url': 'https://t.co/72oUISx88I', 'display_url': 'pic.twitter.com/72oUISx88I', 'expanded_url': 'https://twitter.com/xxxwalkatha/status/1024090531356270592/photo/1', 'type': 'photo', 'original_info': {'width': 561, 'height': 295, 'focus_rects': [{'x': 0, 'y': 0, 'h': 295, 'w': 527}, {'x': 63, 'y': 0, 'h': 295, 'w': 295}, {'x': 81, 'y': 0, 'h': 295, 'w': 259}, {'x': 136, 'y': 0, 'h': 295, 'w': 148}, {'x': 0, 'y': 0, 'h': 295, 'w': 561}]}, 'sizes': {'large': {'w': 561, 'h': 295, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 561, 'h': 295, 'resize': 'fit'}, 'small': {'w': 561, 'h': 295, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}, 'medium': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}, 'small': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}, 'orig': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}}}]}","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,4118571078,4118571078,,,,,False,0,3,0,0,1.02409053135627E+018,1.02409053135627E+018,False,False,und,,"{'media': [{'id': 1024090529695293440, 'id_str': '1024090529695293440', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/media/DjZM6TBUYAA_zyJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DjZM6TBUYAA_zyJ.jpg', 'url': 'https://t.co/72oUISx88I', 'display_url': 'pic.twitter.com/72oUISx88I', 'expanded_url': 'https://twitter.com/xxxwalkatha/status/1024090531356270592/photo/1', 'type': 'photo', 'original_info': {'width': 561, 'height': 295, 'focus_rects': [{'x': 0, 'y': 0, 'h': 295, 'w': 527}, {'x': 63, 'y': 0, 'h': 295, 'w': 295}, {'x': 81, 'y': 0, 'h': 295, 'w': 259}, {'x': 136, 'y': 0, 'h': 295, 'w': 148}, {'x': 0, 'y': 0, 'h': 295, 'w': 561}]}, 'sizes': {'large': {'w': 561, 'h': 295, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 561, 'h': 295, 'resize': 'fit'}, 'small': {'w': 561, 'h': 295, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}, 'medium': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}, 'small': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}, 'orig': {'faces': [{'x': 148, 'y': 84, 'h': 197, 'w': 197}]}}, 'media_key': '3_1024090529695293440', 'ext_media_color': {'palette': [{'rgb': {'red': 249, 'green': 193, 'blue': 142}, 'percentage': 58.68}, {'rgb': {'red': 24, 'green': 7, 'blue': 5}, 'percentage': 15.93}, {'rgb': {'red': 166, 'green': 100, 'blue': 22}, 'percentage': 11.07}, {'rgb': {'red': 127, 'green': 72, 'blue': 38}, 'percentage': 8.44}, {'rgb': {'red': 214, 'green': 132, 'blue': 102}, 'percentage': 2.05}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,1
16,1.26232458868967E+018,Mon May 18 10:10:09 +0000 2020,1.26232458868967E+018,1.26232458868967E+018,@iamsusantha88 @Sansajran ගස් දෙබලක් කපලා ගන්න ලී ජාතියක් ඒ,False,"[26, 59]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sansajran', 'name': '𝗦𝗮𝗻𝗱𝘂𝗻', 'id': 199129412, 'id_str': '199129412', 'indices': [15, 25]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.26232314557653E+018,1.26232314557653E+018,1.19336486880129E+018,1.19336486880129E+018,iamsusan88,1.18116930487788E+018,1.18116930487788E+018,,,,,False,0,2,2,0,1.26231577175101E+018,1.26231577175101E+018,False,False,si,,,,,,,,,,0
20,1.37155979555205E+018,Mon Mar 15 20:31:52 +0000 2021,1.37155979555205E+018,1.37155979555205E+018,@Geeth__R @Shafraz_Cader උබලැ අම්මගේ දාර කිම්බෙන් ... අනේ මුස්ලිම් ඌරැ වෙසිය‍ේ තොගේ කිම්බට ඌරැ තේල් දාලා හුකන්නේ කිම්බ කුණුවෙලා යන්න දැනගනින් පට්ට වෙසි තොගේ පුකට ඌරැ තේල් බිංදුවක් දාලා පුකේ අරින්නෙ රෙනකොට ඌරැ පැටව් වැටෙන්න දැනගනින් කැරි වෙසි ඉස්ස‍ේල්ලා කිම්බේ ගඳ යවාගනින් හොදට නාලා කැරි හම්බ වෙසි,False,"[25, 296]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Geeth__R', 'name': '🔱AZI 😌☁️🇱🇰', 'id': 949549091905826816, 'id_str': '949549091905826816', 'indices': [0, 9]}, {'screen_name': 'Shafraz_Cader', 'name': 'Shafraz Cader', 'id': 1467472404, 'id_str': '1467472404', 'indices': [10, 24]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.37132012267401E+018,1.37132012267401E+018,9.49549091905827E+017,9.49549091905827E+017,Geeth__R,1.35961909249227E+018,1.35961909249227E+018,,,,,False,0,0,0,0,1.3713189289249E+018,1.3713189289249E+018,False,False,si,,,,,,,,,,1
21,1.30390100007646E+018,Thu Sep 10 03:39:58 +0000 2020,1.30390100007646E+018,1.30390100007646E+018,"අපේ කැම්පස් එකේ කැන්ටිමේ දෙන පරිප්පු කෑවනම්.. මිනිස්සු පරිප්පු කන එක අතහරිනවා.. එතකොට ඉම්පෝර්ට් කරන්න ඕනෙත් නෑ ... 
ආදේශක ඕනෙත් නෑ...
😂",False,"[0, 135]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,8.36512553622593E+017,8.36512553622593E+017,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,1,67,7,1,1.30390100007646E+018,1.30390100007646E+018,False,False,si,,,,,,,,,,0
23,1.21920731886225E+018,Mon Jan 20 10:37:31 +0000 2020,1.21920731886225E+018,1.21920731886225E+018,@VinshadaYasasmi @Chandu_original @Anushka60212320 @KasunKoswattha මොන හුත්තක්දෝයි මේ කියන්නෙ? කියන පොල් කිම්බක් තේරෙන්න කියනවකො,False,"[67, 128]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'VinshadaYasasmi', 'name': 'Vinshada Yasasmini', 'id': 1353365228, 'id_str': '1353365228', 'indices': [0, 16]}, {'screen_name': 'Chandu_original', 'name': '🅒🅗🅐🅝🅓🅤ᵅ💫', 'id': 1181169304877879297, 'id_str': '1181169304877879297', 'indices': [17, 33]}, {'screen_name': 'KasunKoswattha', 'name': 'Kasun K', 'id': 327293824, 'id_str': '327293824', 'indices': [51, 66]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2192058671801E+018,1.2192058671801E+018,1353365228,1353365228,VinshadaYasasmi,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,9,1,0,1.21877428429173E+018,1.21877428429173E+018,False,False,si,,,,,,,,,,1
24,9.65226467792536E+017,Sun Feb 18 14:08:17 +0000 2018,9.65226467792536E+017,9.65226467792536E+017,"බ්ලඩ් බෑන්ක් වගේම ස්පර්ම් බෑන්ක් එකකුත් ලංකාවෙ පටං ගන්න ඕනි
@WindDesika වගෙ සිංගල් කෙල්ලොන්ට මිනිහෙක් නැතුව ලමයෙක් හදාගන්නත් පුලුවx @rathgamaya වගේ හැන්ඩි බ්‍රේකප් කොල්ලොන්ට ඉන්කම් එකකුත් හොයාගන්න පුලුවන්
මොකද කියන්නෙ සනිකා
සෞඛ්‍ය ඇමතිගෙං අවසර අරං අපි වැඩේ පටංගමුද?
@stranshad",False,"[0, 276]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rathgamaya', 'name': 'Raththa 🌸', 'id': 246224922, 'id_str': '246224922', 'indices': [132, 143]}, {'screen_name': 'stranshad', 'name': 'Sanik Thuransha', 'id': 401184754, 'id_str': '401184754', 'indices': [266, 276]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2393877565,2393877565,,,,,False,2,19,5,0,9.65226467792536E+017,9.65226467792536E+017,False,False,si,,,,,"{'id': 965226467792535552, 'id_str': '965226467792535552'}",,,,,0
25,1.28254178369235E+018,Mon Jul 13 05:06:04 +0000 2020,1.28254178369235E+018,1.28254178369235E+018,Colombo girl Pussy licking හොදටම වෙරි ස්ප නන්ගි කිම්බ ලෙවකවාගන්නවා https://t.co/8TfzjhvxSu,False,"[0, 90]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8TfzjhvxSu', 'expanded_url': 'https://fp.alrau.com/colombo-girl-pussy-licking-%e0%b7%84%e0%b7%9c%e0%b6%af%e0%b6%a7%e0%b6%b8-%e0%b7%80%e0%b7%99%e0%b6%bb%e0%b7%92-%e0%b7%83%e0%b7%8a%e0%b6%b4-%e0%b6%b1%e0%b6%b1%e0%b7%8a%e0%b6%9c%e0%b7%92-%e0%b6%9a/', 'display_url': 'fp.alrau.com/colombo-girl-p…', 'indices': [67, 90]}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.10162423401772E+018,1.10162423401772E+018,,,,,False,1,2,0,0,1.28254178369235E+018,1.28254178369235E+018,False,False,und,,,False,True,,"{'name': 'summary', 'url': 'https://t.co/8TfzjhvxSu', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'vanity_url': {'type': 'STRING', 'string_value': 'fp.alrau.com', 'scribe_key': 'vanity_url'}, 'domain': {'type': 'STRING', 'string_value': 'fp.alrau.com'}, 'title': {'type': 'STRING', 'string_value': 'Colombo girl Pussy licking හොදටම වෙරි ස්ප නන්ගි කිම්බ ලෙවකවාගන්නවා | FP'}, 'thumbnail_image_small': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1351318082086690820/QM_hxrEo?format=jpg&name=100x100_2', 'width': 100, 'height': 100, 'alt': None}}, 'thumbnail_image': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1351318082086690820/QM_hxrEo?format=jpg&name=144x144_2', 'width': 144, 'height': 144, 'alt': None}}, 'thumbnail_image_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1351318082086690820/QM_hxrEo?format=jpg&name=280x280_2', 'width': 145, 'height': 145, 'alt': None}}, 'thumbnail_image_x_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1351318082086690820/QM_hxrEo?format=png&name=2048x2048_2_exp', 'width': 258, 'height': 145, 'alt': None}}, 'thumbnail_image_color': {'type': 'IMAGE_COLOR', 'image_color_value': {'palette': [{'percentage': 46.33, 'rgb': {'red': 214, 'green': 204, 'blue': 194}}, {'percentage': 36.83, 'rgb': {'red': 80, 'green': 55, 'blue': 49}}, {'percentage': 12.6, 'rgb': {'red': 129, 'green': 97, 'blue': 84}}, {'percentage': 3.2, 'rgb': {'red': 146, 'green': 132, 'blue': 118}}, {'percentage': 0.47, 'rgb': {'red': 176, 'green': 119, 'blue': 195}}]}}, 'thumbnail_image_original': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1351318082086690820/QM_hxrEo?format=jpg&name=orig', 'width': 258, 'height': 145, 'alt': None}}, 'card_url': {'type': 'STRING', 'string_value': 'https://t.co/8TfzjhvxSu', 'scribe_key': 'card_url'}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}",,,,1
29,1.06100346487495E+018,Fri Nov 09 21:11:53 +0000 2018,1.06100346487495E+018,1.06100346487495E+018,"@indrajithline කැරි කොල්ලො මම උඹෙන් ඊයෙ අහපු පස්නෙට උත්තරයක් හම්බුන්නෑ,  කිම්බ නලලට ගත්තු කෙල්ලන්ටත් වඩා පකේ ලයින් නෙ උඹෙත් වෙලාවකට.",False,"[15, 132]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.06098824122504E+018,1.06098824122504E+018,1105901318,1105901318,Indrajithlk,1.02239395955592E+018,1.02239395955592E+018,,,,,False,0,0,0,0,1.06098824122504E+018,1.06098824122504E+018,False,False,si,,,,,,,,,,1
32,1.27291661323522E+018,Tue Jun 16 15:39:04 +0000 2020,1.27291661323522E+018,1.27291661323522E+018,"දාල ගිය කිම්බට තවම කවි ලියන එවුන්
'ස' ට රට පාලනය ගැන කියලා දෙන එක හෙණ කැතයි..
🙁",False,"[0, 79]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2911831267,2911831267,,,,,False,0,11,2,0,1.27291661323522E+018,1.27291661323522E+018,False,False,si,,,,,,,,,,1
47,8.73668760749691E+017,Sat Jun 10 22:30:39 +0000 2017,8.73668760749691E+017,8.73668760749691E+017,@PiumiHansamali අප්පට සිරි හුකන්නමයි හිතේන්නේ කිම්බ දේන්නකො හොදට දිවදාලා උරලා වතුර ටික එලියට ගන්නං,False,"[16, 98]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PiumiHansamali', 'name': 'Piumi Hansamali', 'id': 865957605264433153, 'id_str': '865957605264433153', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.73029484710044E+017,8.73029484710044E+017,8.65957605264433E+017,8.65957605264433E+017,PiumiHansamali,8.69330559046169E+017,8.69330559046169E+017,,,,,False,0,0,0,0,8.73029484710044E+017,8.73029484710044E+017,False,False,si,,,,,,,,,,1
52,1.25384749303021E+018,Sat Apr 25 00:45:12 +0000 2020,1.25384749303021E+018,1.25384749303021E+018,@AnuRadh06599923 තන් දෙක කිම්බ සුදුවට ඇතිනේ මැනික,False,"[17, 49]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AnuRadh06599923', 'name': 'AnuRadha🇱🇰', 'id': 1209170954213089281, 'id_str': '1209170954213089281', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.25368919028758E+018,1.25368919028758E+018,1.20917095421309E+018,1.20917095421309E+018,AnuRadh06599923,1.18154530050831E+018,1.18154530050831E+018,,,,,False,0,0,0,0,1.25368919028758E+018,1.25368919028758E+018,False,False,si,,,,,,,,,,1
54,1.30750612095353E+018,Sun Sep 20 02:25:26 +0000 2020,1.30750612095353E+018,1.30750612095353E+018,@YessNaughty ඔයාගේ කිම්බ ඇතුලටම දාන්නම් 😘,False,"[13, 41]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.06946050870363E+018,1.06946050870363E+018,,,,,False,0,0,0,0,1.30750452239937E+018,1.30750452239937E+018,False,False,si,,,,,,,,,,1
59,8.32611112159891E+017,Fri Feb 17 15:22:12 +0000 2017,8.32611112159891E+017,8.32611112159891E+017,@Rathgamaya කිම්බ තියං පුප දෙන්නේ මක්කද,False,"[12, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rathgamaya', 'name': 'Raththa 🌸', 'id': 246224922, 'id_str': '246224922', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.32604051564933E+017,8.32604051564933E+017,246224922,246224922,rathgamaya,158028921,158028921,,,,,False,1,1,0,0,8.32604051564933E+017,8.32604051564933E+017,False,False,si,,,,,,,,,,1
62,1.21920808176425E+018,Mon Jan 20 10:40:33 +0000 2020,1.21920808176425E+018,1.21920808176425E+018,@duliponline @Chandu_original @Anushka60212320 @KasunKoswattha ඔයා නිකන් මිරිස් කුඩු ප්‍රසන්න රනවීර වගේ. පොල් කිම්බ මං කියන්න ඕනෙද? කණ්නාඩියකින් ගිහින් තොගෙ කට බලපංකො. පොල් කිබි හොදයි. නෙදකින් desi හුත්තක් වගේ,False,"[63, 209]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [0, 12]}, {'screen_name': 'Chandu_original', 'name': '🅒🅗🅐🅝🅓🅤ᵅ💫', 'id': 1181169304877879297, 'id_str': '1181169304877879297', 'indices': [13, 29]}, {'screen_name': 'KasunKoswattha', 'name': 'Kasun K', 'id': 327293824, 'id_str': '327293824', 'indices': [47, 62]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21920731886225E+018,1.21920731886225E+018,799677397,799677397,duliponline,1353365228,1353365228,,,,,False,0,1,3,2,1.21877428429173E+018,1.21877428429173E+018,False,False,si,,,,,,,,,,1
