,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,self_thread,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card,label,
12,1.13650006531557E+018,Thu Jun 06 05:08:25 +0000 2019,1.13650006531557E+018,1.13650006531557E+018,හැපි බර්ත්ඩේ Heshan K Basnayaka හුත්ති....🎂🎂🎂,False,"[0, 45]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,2748737399,2748737399,,,,,False,0,0,0,0,1.13650006531557E+018,1.13650006531557E+018,False,False,und,,,,,,,,,,0,
13,1.29647373028631E+018,Thu Aug 20 15:46:39 +0000 2020,1.29647373028631E+018,1.29647373028631E+018,"@aparekkavoice මමනං අර හුත්ති තරුණ සේවා එකට ආපු එකට විරුද්ද ඒකිගෙ ඇඳුමට නෙමේ. ඒකි ජංගිය පිටිං පාරෙ ගියත් මට වැඩක් නෑ, ඒක ඒකිගෙ අයිතිය. ඒත් මෙලෝ සුදුසුකමක් නැති ඒ වගේ ගොං වලාමක් ඒ තනතුරට ගැලපෙන්නෙ නෑ.",False,"[15, 199]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aparekkavoice', 'name': 'Aparekka', 'id': 450601726, 'id_str': '450601726', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2961405165102E+018,1.2961405165102E+018,450601726,450601726,aparekkavoice,799677397,799677397,,,,,False,1,17,2,2,1.2961405165102E+018,1.2961405165102E+018,False,False,si,,,,,,,,,,1,
14,1.26403656147091E+018,Sat May 23 03:32:55 +0000 2020,1.26403656147091E+018,1.26403656147091E+018,@subhaashan හුත්තිට හුත්ති නොකියා හුතුදේවතාවි කියන්නයෑ ඉතිං ?,False,"[12, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'subhaashan', 'name': '𝓢𝓾𝓫𝓱𝓪𝓼𝓱', 'id': 1510693087, 'id_str': '1510693087', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.26403539934266E+018,1.26403539934266E+018,1510693087,1510693087,subhaashan,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,2,2,0,1.26402571607451E+018,1.26402571607451E+018,False,False,si,,,,,,,,,,1,
15,1.13723711606725E+018,Sat Jun 08 05:57:11 +0000 2019,1.13723711606725E+018,1.13723711606725E+018,කරෝල කටක්නේ අයිසේ 😂,False,"[0, 19]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2503150696,2503150696,,,,,True,0,11,2,0,1.13723711606725E+018,1.13723711606725E+018,False,False,si,,,,,,1.13705698065517E+018,1.13705698065517E+018,"{'url': 'https://t.co/UGitEyD90V', 'expanded': 'https://twitter.com/BuduMalli/status/1137056980655169536', 'display': 'twitter.com/BuduMalli/stat…'}",,1,
16,1.15612921358336E+018,Tue Jul 30 09:07:39 +0000 2019,1.15612921358336E+018,1.15612921358336E+018,"රොඩි කුලෙ වට පොන්නයා 
මල්ටිප්ග් හුකන්නා
කිරි පිටි හුකන්නා
මයිලෝ පොන්නයා
ලොසින්ජර් පොන්නයා
නෙස්ට මෝල්ට් කැරියා
චාජර් පොන්නයා
මල්ටිචාජර් හුකන්නා
ටෙම්පට් කැරියා
පවර්බැන්ක් කැරියා
සම්බෝල හුකන්නා
පරිප්පු වේසාවා
අගුන කොල හුත්ති
සෝයා මීට් වේසාවා
වැටකුලු පයියා
ආශකි හුත්ති 👇👇",False,"[0, 267]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.15612890463101E+018,1.15612890463101E+018,765716875,765716875,ndilruksha,765716875,765716875,,,,,False,0,14,3,0,1.15612890463101E+018,1.15612890463101E+018,False,False,si,,,,,"{'id': 1156128904631005184, 'id_str': '1156128904631005184'}",,,,,1,
17,1.23881517001453E+018,Sat Mar 14 13:12:07 +0000 2020,1.23881517001453E+018,1.23881517001453E+018,@stay_awaaay පල හුත්ති යන්ඩ,False,"[13, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.23881451644966E+018,1.23881451644966E+018,8.93323628539855E+017,8.93323628539855E+017,says_arpita,1.20538602574636E+018,1.20538602574636E+018,,,,,False,0,0,0,0,1.23881451644966E+018,1.23881451644966E+018,False,False,si,,,,,,,,,,1,
18,1.28012452354778E+018,Mon Jul 06 13:00:44 +0000 2020,1.28012452354778E+018,1.28012452354778E+018,"@sonamakapoor සෝනම් තෝ පට්ට හුත්ති, වේස බැල්ලි..  පොන්න හුකන්නි..  ලැගැටු හුතු පිත්තලමු...             ටහුකන්ඩ හුත්ති.....       අහුවුනොත් තොගෙ කිම්බ කපලා කපලා අරන් ඩෙවල් දාලා කනවා පක්කියෝ...😡😡😡",False,"[14, 194]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sonamakapoor', 'name': 'Sonam K Ahuja', 'id': 51376979, 'id_str': '51376979', 'indices': [0, 13]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.27253313491179E+018,1.27253313491179E+018,51376979,51376979,sonamakapoor,8.14025796822045E+017,8.14025796822045E+017,,,,,False,0,1,0,0,1.27253313491179E+018,1.27253313491179E+018,False,False,si,,,,,,,,,,1,
19,1.34560679468128E+018,Sun Jan 03 05:43:54 +0000 2021,1.34560679468128E+018,1.34560679468128E+018,"@Chathuryaa7 අනේ පලයන් චාතුර්යා කියන නමින් ඉන්න පිරිමියා.

උඹට තියෙන පුකේ අමාරුව ඉස්කෝලෙ යන කෙල්ලන්ට පෑඩ් දෙන එකෙක් සිංහල ජාතිය නැති වෙනවා කියන එකද?

අනේ හුත්ති-පයියෝ, නිකන් දෙන පෑඩ් ඇන්දම ජාතියක් නැති වෙන්නෙ කොහොමද?

පිරිමි ගණිකාව, තොට මානසික රෝගයක්, බේත් ගනින්",False,"[13, 262]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Chathuryaa7', 'name': 'Chathu', 'id': 1243392824931835916, 'id_str': '1243392824931835916', 'indices': [0, 12]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.34528360012453E+018,1.34528360012453E+018,1.20080007621121E+018,1.20080007621121E+018,proud_Buddhist1,1.06441387011307E+018,1.06441387011307E+018,,,,,False,0,3,0,0,1.34528360012453E+018,1.34528360012453E+018,False,False,si,,,,,,,,,,1,
20,1.13705698065517E+018,Fri Jun 07 18:01:24 +0000 2019,1.13705698065517E+018,1.13705698065517E+018,"හොඳටම කේන්ති ගිහිල්ල තියෙන්නේ. ජනතාව ඉන්නෝ, ඔයත් ඉන්නෝන අපිත් ඉන්නෝන. 

ලාංකිකයෙක් උද්වේගයෙන් ජාතිය අමතයි! https://t.co/tLBRJuw50R",False,"[0, 106]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1137056850484981760, 'id_str': '1137056850484981760', 'indices': [107, 130], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1137056850484981760/pu/img/9X1qnp96Im_xZPMJ.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1137056850484981760/pu/img/9X1qnp96Im_xZPMJ.jpg', 'url': 'https://t.co/tLBRJuw50R', 'display_url': 'pic.twitter.com/tLBRJuw50R', 'expanded_url': 'https://twitter.com/BuduMalli/status/1137056980655169536/video/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1280}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,65809038,65809038,,,,,False,14,99,21,7,1.13705698065517E+018,1.13705698065517E+018,False,False,si,,"{'media': [{'id': 1137056850484981760, 'id_str': '1137056850484981760', 'indices': [107, 130], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1137056850484981760/pu/img/9X1qnp96Im_xZPMJ.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1137056850484981760/pu/img/9X1qnp96Im_xZPMJ.jpg', 'url': 'https://t.co/tLBRJuw50R', 'display_url': 'pic.twitter.com/tLBRJuw50R', 'expanded_url': 'https://twitter.com/BuduMalli/status/1137056980655169536/video/1', 'type': 'video', 'original_info': {'width': 720, 'height': 1280}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 19078, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1137056850484981760/pu/vid/360x640/nGRzCZumbd6xub9P.mp4?tag=10'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1137056850484981760/pu/vid/320x568/RHinHepTdhYdOMy5.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1137056850484981760/pu/vid/720x1280/aS-ls-0xsmqtQ8s8.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1137056850484981760/pu/pl/IP7EqTow_xwY0Xb_.m3u8?tag=10'}]}, 'features': {}, 'media_key': '7_1137056850484981760', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': None, 'ext': {'mediaStats': {'r': {'ok': {'viewCount': '1924'}}, 'ttl': -1}}, 'additional_media_info': {'monetizable': False}}]}",False,True,,,,,,1,
21,1.34646267657932E+018,Tue Jan 05 14:24:52 +0000 2021,1.34646267657932E+018,1.34646267657932E+018,"මට ඕනෙ හුත්ති කියලා
කතා කරහම හුත්තො කියන
කෙල්ලෙක්...",False,"[0, 52]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.29957492186609E+018,1.29957492186609E+018,,,,,False,0,0,0,0,1.34646267657932E+018,1.34646267657932E+018,False,False,si,,,,,,,,,,1,
22,1.13235536880421E+018,Sat May 25 18:38:52 +0000 2019,1.13235536880421E+018,1.13235536880421E+018,ගෑණිට ගෑණි කියන්නැතුව මොන ලබ්බක් කියන්නද සෙද්ද 😐,False,"[0, 48]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3773388739,3773388739,,,,,False,0,49,7,0,1.13235536880421E+018,1.13235536880421E+018,False,False,si,,,,,,,,,,1,
23,1.30115487637068E+018,Wed Sep 02 13:47:51 +0000 2020,1.30115487637068E+018,1.30115487637068E+018,@PUNZARA_ @OvinKaushalya96 අනේ අනේ හුත්ති 😑,False,"[27, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'OvinKaushalya96', 'name': 'රෝමියෝ ✨', 'id': 1295257182850527232, 'id_str': '1295257182850527232', 'indices': [10, 26]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.30115350127221E+018,1.30115350127221E+018,9.53461778834445E+017,9.53461778834444E+017,punxara,1.08197068721071E+018,1.08197068721071E+018,,,,,False,0,2,0,0,1.30115350127221E+018,1.30115350127221E+018,False,False,si,,,,,,,,,,1,
24,1.05513980630748E+018,Wed Oct 24 16:51:48 +0000 2018,1.05513980630748E+018,1.05513980630748E+018,"@ChamikaCME මල්ටිප්ලග් හුකන්නා 
කිරිපිටි හුකන්නා 
මයිලෝ පොන්නයා 
ලොසින්ජර් පොන්නයා 
නෙස්ටමෝල්ට් කැරියා 
චාජර් පොන්නයා 
පවර්බෑන්ක් කැරියා 
පොල් කෝම්බ කැරියා 
බ්ලොක්ගල් හුත්තා 
රට උළු පොන්නයා 
ඇම්පියර් හුත්තා 
වෝල්ට් පොන්නයා 
ගිටාර් පකයා 
මදර්බෝඩ් හුකන්නා 
ටෙලිව්ශන් කැරියා",False,"[12, 271]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChamikaCME', 'name': 'Chamika😎🖤🇱🇰', 'id': 2904634371, 'id_str': '2904634371', 'indices': [0, 11]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.05513927584126E+018,1.05513927584126E+018,2904634371,2904634371,ChamikaCME,9.0663711583173E+017,9.0663711583173E+017,,,,,False,0,1,1,0,1.0551340025022E+018,1.0551340025022E+018,False,False,si,,,,,,,,,,1,
26,1.34421934137018E+018,Wed Dec 30 09:50:40 +0000 2020,1.34421934137018E+018,1.34421934137018E+018,"ඒකි හිතන් ඉන්නේ හෙන කෑල්ල කියලා
#හුත්ති",False,"[0, 39]","{'hashtags': [{'text': 'හුත්ති', 'indices': [32, 39]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.33163244566646E+018,1.33163244566646E+018,,,,,False,0,2,0,0,1.34421934137018E+018,1.34421934137018E+018,False,False,si,,,,,,,,,,1,
27,1.36423069418504E+018,Tue Feb 23 15:08:38 +0000 2021,1.36423069418504E+018,1.36423069418504E+018,අපේ උන් හටී සර්නේම් එක නේද මේ හුත්ති කියලා හිතන් ඉන්නේ?? 😩😩😆😆 ඉතින් හරි නේ මාල හොරු එතනෝල් කාරයෝ පාර්ලිමේන්තු ‍යවපු අපිට ඕවා මොනාද 🤭😆,False,"[0, 133]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,429624563,429624563,,,,,False,0,15,0,0,1.36423069418504E+018,1.36423069418504E+018,False,False,si,,,,,,,,,,1,
28,1.25914140766038E+018,Sat May 09 15:21:19 +0000 2020,1.25914140766038E+018,1.25914140766038E+018,@Chooty_Nangi @Dilith2 ගොන් හුත්ති 😂😂,False,"[23, 37]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Dilith2', 'name': 'Dilith Jayaweera', 'id': 869277026, 'id_str': '869277026', 'indices': [14, 22]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.25764459074565E+018,1.25764459074565E+018,2602073233,2602073233,no_onexxx1,428599070,428599070,,,,,False,0,0,0,0,1.25764459074565E+018,1.25764459074565E+018,False,False,si,,,,,,,,,,1,
29,1.32240506197304E+018,Sat Oct 31 05:08:30 +0000 2020,1.32240506197304E+018,1.32240506197304E+018,"@Darshana_Kande_ @Dehantweetz @Gaviniiiiiiii @ikavindukalhara අම්මෝ යකු අරකිට හුත්ති ලු...යකු එකේ එහෙම යනවා ද?🙄🙄🙄

වඩුවා කෙටූ ගල නොහොත් - වඩුවාගල 🌿☘️🏔⛰ (Waduwa Ketu Gala)

https://t.co/IRYkiwWKTw",False,"[62, 195]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Gaviniiiiiiii', 'name': 'ɢᴀᴠɪɴɪ ɴɪᴋᴇᴛʜᴀ🇱🇰', 'id': 1230303531317501952, 'id_str': '1230303531317501952', 'indices': [30, 44]}], 'urls': [{'url': 'https://t.co/IRYkiwWKTw', 'expanded_url': 'https://www.yourchoiceway.com/2020/10/waduwa-ketu-gala.html', 'display_url': 'yourchoiceway.com/2020/10/waduwa…', 'indices': [172, 195]}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.32238894453361E+018,1.32238894453361E+018,1.25735601438013E+018,1.25735601438013E+018,ItsMeKande,1.26038266536419E+018,1.26038266536419E+018,,,,,False,0,2,1,0,1.32238894453361E+018,1.32238894453361E+018,False,False,si,,,False,True,,,,,"{'name': 'summary_large_image', 'url': 'https://t.co/IRYkiwWKTw', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'vanity_url': {'type': 'STRING', 'string_value': 'yourchoiceway.com', 'scribe_key': 'vanity_url'}, 'domain': {'type': 'STRING', 'string_value': 'www.yourchoiceway.com'}, 'title': {'type': 'STRING', 'string_value': 'වඩුවා කෙටූ ගල නොහොත් - වඩුවාගල 🌿☘️🏔⛰ (Waduwa Ketu Gala)'}, 'description': {'type': 'STRING', 'string_value': 'අද අපේ කතාව තවත් අපූරූ කන්දක් ගැන..ඒ නමින් වඩුවාගලයී.මේ කන්දට මාපාගෙදර ගල කියලත් කියනවා.මේ කන්ද ජනප්\u200dරවාද කතා රැසකට නෑකම් කියනවා... එවක අපරාධකරුවන්ට ද'}, 'summary_photo_image_small': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=386x202', 'width': 386, 'height': 202, 'alt': None}}, 'summary_photo_image': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=600x314', 'width': 600, 'height': 314, 'alt': None}}, 'summary_photo_image_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=800x419', 'width': 640, 'height': 335, 'alt': None}}, 'summary_photo_image_x_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=png&name=2048x2048_2_exp', 'width': 640, 'height': 360, 'alt': None}}, 'summary_photo_image_color': {'type': 'IMAGE_COLOR', 'image_color_value': {'palette': [{'percentage': 24.46, 'rgb': {'red': 75, 'green': 73, 'blue': 66}}, {'percentage': 23.86, 'rgb': {'red': 183, 'green': 176, 'blue': 171}}, {'percentage': 14.04, 'rgb': {'red': 118, 'green': 129, 'blue': 56}}, {'percentage': 7.61, 'rgb': {'red': 128, 'green': 102, 'blue': 59}}, {'percentage': 4.51, 'rgb': {'red': 65, 'green': 81, 'blue': 44}}]}}, 'summary_photo_image_original': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=orig', 'width': 640, 'height': 360, 'alt': None}}, 'thumbnail_image_small': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=144x144', 'width': 144, 'height': 81, 'alt': None}}, 'thumbnail_image': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=280x150', 'width': 267, 'height': 150, 'alt': None}}, 'thumbnail_image_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=800x320_1', 'width': 569, 'height': 320, 'alt': None}}, 'thumbnail_image_x_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=png&name=2048x2048_2_exp', 'width': 640, 'height': 360, 'alt': None}}, 'thumbnail_image_color': {'type': 'IMAGE_COLOR', 'image_color_value': {'palette': [{'percentage': 24.46, 'rgb': {'red': 75, 'green': 73, 'blue': 66}}, {'percentage': 23.86, 'rgb': {'red': 183, 'green': 176, 'blue': 171}}, {'percentage': 14.04, 'rgb': {'red': 118, 'green': 129, 'blue': 56}}, {'percentage': 7.61, 'rgb': {'red': 128, 'green': 102, 'blue': 59}}, {'percentage': 4.51, 'rgb': {'red': 65, 'green': 81, 'blue': 44}}]}}, 'thumbnail_image_original': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=orig', 'width': 640, 'height': 360, 'alt': None}}, 'photo_image_full_size_small': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=386x202', 'width': 386, 'height': 202, 'alt': None}}, 'photo_image_full_size': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=600x314', 'width': 600, 'height': 314, 'alt': None}}, 'photo_image_full_size_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=800x419', 'width': 640, 'height': 335, 'alt': None}}, 'photo_image_full_size_x_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=png&name=2048x2048_2_exp', 'width': 640, 'height': 360, 'alt': None}}, 'photo_image_full_size_color': {'type': 'IMAGE_COLOR', 'image_color_value': {'palette': [{'percentage': 24.46, 'rgb': {'red': 75, 'green': 73, 'blue': 66}}, {'percentage': 23.86, 'rgb': {'red': 183, 'green': 176, 'blue': 171}}, {'percentage': 14.04, 'rgb': {'red': 118, 'green': 129, 'blue': 56}}, {'percentage': 7.61, 'rgb': {'red': 128, 'green': 102, 'blue': 59}}, {'percentage': 4.51, 'rgb': {'red': 65, 'green': 81, 'blue': 44}}]}}, 'photo_image_full_size_original': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1366018983753699330/SRn60cf1?format=jpg&name=orig', 'width': 640, 'height': 360, 'alt': None}}, 'card_url': {'type': 'STRING', 'string_value': 'https://t.co/IRYkiwWKTw', 'scribe_key': 'card_url'}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}",1,
30,1.26402571607451E+018,Sat May 23 02:49:49 +0000 2020,1.26402571607451E+018,1.26402571607451E+018,"රීච් හිඟන්නො දැකල තියනවද යාලුවනේ ? 
මේ ඒ ජාතියෙ එකෙක්.",False,"[0, 54]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,True,1,28,4,0,1.26402571607451E+018,1.26402571607451E+018,False,False,si,,,,,,1.26402316737223E+018,1.26402316737223E+018,"{'url': 'https://t.co/z7igwHGnJa', 'expanded': 'https://twitter.com/VigilanteReport/status/1264023167372230657', 'display': 'twitter.com/VigilanteRepor…'}",,1,
31,1.15224645920865E+018,Fri Jul 19 15:58:58 +0000 2019,1.15224645920865E+018,1.15224645920865E+018,@Haenaa__ අනුකම්පා ලිස්ට් එකේ දාලා ඉන්නේ,False,"[10, 40]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HaeNaa__', 'name': '𝟟', 'id': 1149026893506797569, 'id_str': '1149026893506797569', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.15224572211005E+018,1.15224572211005E+018,1.12149312735998E+018,1.12149312735998E+018,Colombo_Ladyy,2418612841,2418612841,,,,,False,0,0,1,0,1.15224572211005E+018,1.15224572211005E+018,False,False,si,,,,,,,,,,0,
32,1.35761351805338E+018,Fri Feb 05 08:54:20 +0000 2021,1.35761351805338E+018,1.35761351805338E+018,@Geeth__R හොදින් කතා කරාම හුත්ති කියන්න එපා හුත්තො 😐🤧💔 ඕම බනින යෙහෙලියො ඔයැයිලටත් ඉන්නවැයි 😹🥴,False,"[10, 93]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Geeth__R', 'name': 'Wa Zi 😌☁️🇱🇰', 'id': 949549091905826816, 'id_str': '949549091905826816', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.35758234309193E+018,1.35758234309193E+018,9.49549091905827E+017,9.49549091905827E+017,Geeth__R,1.29646224386589E+018,1.29646224386589E+018,,,,,False,0,1,0,0,1.35757349310636E+018,1.35757349310636E+018,False,False,si,,,,,,,,,,1,
33,1.3351569254497E+018,Sat Dec 05 09:39:51 +0000 2020,1.3351569254497E+018,1.3351569254497E+018,@Thish_D හුත්ති 😑,False,"[9, 17]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.33515681153674E+018,1.33515681153674E+018,623929922,623929922,Thish_D,8.50347944175915E+017,8.50347944175915E+017,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,0,1,0,1.33515585620419E+018,1.33515585620419E+018,False,False,si,,,,,,,,,,1,
34,1.19783954831673E+018,Fri Nov 22 11:29:37 +0000 2019,1.19783954831673E+018,1.19783954831673E+018,"පුලුවන් නම් ""හු"" අකුරෙන් පටන් ගන්න කෙල්ලෙක්ගෙ නමක් කියන්න.",False,"[0, 58]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.17348933483131E+018,1.17348933483131E+018,,,,,False,1,98,59,6,1.19783954831673E+018,1.19783954831673E+018,False,False,si,,,,,,,,,,0,
