,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,self_thread,extended_entities,possibly_sensitive,possibly_sensitive_editable,card,label
11,1.39356758365628E+018,Sat May 15 14:02:57 +0000 2021,1.39356758365628E+018,1.39356758365628E+018,ගෙදරට වීඩියෝ කෝල එකක් ගත්තා..😂😂 කවුදෝ කොල්ලෙක් ආන්සර් කලා.තාත්තගෙ යාළුවෙක් ගෙදර ඇවිත් එයාගෙ පුතා ආන්සර් කරලා තියෙන්නෙ.මගෙ හදවත මෙව්වා උනා කියාංකෝ..😂😂😂,False,"[0, 150]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.29599867623865E+018,1.29599867623865E+018,,,,,False,,,,0,38,5,0,1.39356758365628E+018,1.39356758365628E+018,False,False,si,,,,,,,0
12,1.39572810158211E+018,Fri May 21 13:08:05 +0000 2021,1.39572810158211E+018,1.39572810158211E+018,@udara_grero @imNaviya @SuuTikka එහෙම කියලා එකම තැටිය හැමදාම දාන්න එපා. එපා වෙනවා අහන් ඉන්න ගියාම. පොඩ්ඩක් පොඩි පොඩි වෙනස් කම් කරලා දාන්න.,False,"[33, 138]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'udara_grero', 'name': 'වෙසක් සැරසිලි කඩේ \U0001fa85🏮🇱🇰\U0001f974🙌', 'id': 4227365309, 'id_str': '4227365309', 'indices': [0, 12]}, {'screen_name': 'imNaviya', 'name': '• NaVe∃n MaYanThA🇱🇰 🇬🇧', 'id': 3089536357, 'id_str': '3089536357', 'indices': [13, 22]}, {'screen_name': 'SuuTikka', 'name': 'Suraj Dhillon⚡', 'id': 2503150696, 'id_str': '2503150696', 'indices': [23, 32]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.39572782072746E+018,1.39572782072746E+018,4227365309,4227365309,udara_grero,9.24544050996195E+017,9.24544050996195E+017,,,,,False,,,,0,1,1,0,1.39570972542195E+018,1.39570972542195E+018,False,False,si,,,,,,,0
13,1.39419536363284E+018,Mon May 17 07:37:32 +0000 2021,1.39419536363284E+018,1.39419536363284E+018,අපේ තාත්තා PCR කරපු තැන එක වචනෙකින්වත් දැනුවත් කිරීමක් කරලා තිබුණේ නෑ pcr රිපෝට් එනකල් ඉන්න ඕනේ විදිහ ගැන. වෛරසය ආසාදනය වුණා කියලා සැක කරන්නේ කොහොමද කියලාවත් අහල තිබුණේ නෑ. නිකන් ෆෝන් නම්බර් එකයි නමයි විතරයි අරන් තිබුණේ. ඒ කොහොම වුණත් දැනුමක් තේරුමක් ඇති මනුස්සයෙක් විදිහට 👇,False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3286134445,3286134445,,,,,True,1.39419107769169E+018,1.39419107769169E+018,"{'url': 'https://t.co/8mn0z4nUBb', 'expanded': 'https://twitter.com/22Dinuk/status/1394191077691691009', 'display': 'twitter.com/22Dinuk/status…'}",1,20,1,2,1.39419536363284E+018,1.39419536363284E+018,False,False,si,,"{'id': 1394195363632844804, 'id_str': '1394195363632844804'}",,,,,0
14,1.39525283791593E+018,Thu May 20 05:39:33 +0000 2021,1.39525283791593E+018,1.39525283791593E+018,"එකෙන් වෙන්නේ නිර්දෝශී මිනිස්සුත් දොස් අහන්න වෙන එක තමයි. සමහරු තමන්ව අනික් අයව රවට්ටපු නිසා මමත් තවකෙනෙක්ට එහෙම,කරනවා කියලා අදිටන් කරගන්නවා. මාත් පිටස්තර පුද්ගලයින්ට යහපතක් කරන්න හිතාගෙන මගේ අම්මා තාත්තා රවට්ටලා මානසිකව වැටිලා ඒ විපාකය හොඳටම වින්දා.",False,"[0, 249]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39525247021806E+018,1.39525247021806E+018,8.79621963618144E+017,8.79621963618144E+017,dulakshi_g,8.79621963618144E+017,8.79621963618144E+017,,,,,False,,,,0,7,1,0,1.39525247021806E+018,1.39525247021806E+018,False,False,si,,"{'id': 1395252470218063876, 'id_str': '1395252470218063876'}",,,,,0
15,1.39449169808913E+018,Tue May 18 03:15:03 +0000 2021,1.39449169808913E+018,1.39449169808913E+018,"කිසිම විටෙක දරුවා අපහසුතාවයට පත් නොකරමි.

ඉකුත් දිනයක පාඩම අතර තුර මට දියණියකගෙන් ආ කෙටි පණිවුඩයකි.
අනේ ටීචර් මගෙ ඩේටා ඉවර වෙනවා තව ටිකකින්..ටීචර් දිගටම පාඩම කරනවද? 
එහි එසේ ලියා තිබිණි.
ඇය කියන්නේ ඇයට තව දුරටත් පාඩම ඉගෙන ගන්නට ඕනෑ බව නොවේද.
ඒත් මේ අසරණ වීම් මොන තරම් ඛේදවාචකයක් ද",False,"[0, 280]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39449169602966E+018,1.39449169602966E+018,1.26405895667211E+018,1.26405895667211E+018,dewmina_online,1.26405895667211E+018,1.26405895667211E+018,,,,,False,,,,0,1,1,0,1.39449087037676E+018,1.39449087037676E+018,False,False,si,,"{'id': 1394490870376763394, 'id_str': '1394490870376763394'}",,,,,0
16,1.39568208108718E+018,Fri May 21 10:05:13 +0000 2021,1.39568208108718E+018,1.39568208108718E+018,"කෙල්ල හදපු ඉස්කොලෙ වෙසක් කාඩ් එකට කවියක් ලියන්න කෙල්ල බෑ කියන නිසා වයිෆ් මට කිවුව කවියක් ලියන්න කියල. මම ලිවුව ඉතිං.
සම්බුදු තෙමගුලට වෙන්වුන මේ වෙසඟේ
සුදුමල් මිටක් අතකින් ගෙන හැන්දෑවේ
කැළනි විහාරෙට හිමි පිදුමට ආවේ
ඔබ හට සුබ වෙසක් ආදර සුදු අයියේ
වයිෆ් තාම කතා කරනැත්තෙ ඇයි දන්නෑ 🤔",False,"[0, 279]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,,,,4,125,23,1,1.39568208108718E+018,1.39568208108718E+018,False,False,si,,,,,,,0
17,1.39365617091356E+018,Sat May 15 19:54:58 +0000 2021,1.39365617091356E+018,1.39365617091356E+018,ආයෙත් කියන්න ගොං බබා ඒක 🥴,False,"[0, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.01532341739277E+018,1.01532341739277E+018,,,,,False,,,,0,28,3,0,1.39365617091356E+018,1.39365617091356E+018,False,False,si,,,,,,,0
18,1.39599035468857E+018,Sat May 22 06:30:11 +0000 2021,1.39599035468857E+018,1.39599035468857E+018,"@duliponline ආදර සුදු ටීච කියලා ලියලා දැම්මනම් අහරවයිනේ , කෙල්ලගෙන් අහයි කවුද ලිව්වේ තාත්තා කියයි.වැඩේ ගොඩ එක ගලෙන්😊😊😊😊",False,"[13, 119]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39568208108719E+018,1.39568208108719E+018,799677397,799677397,duliponline,347118698,347118698,,,,,False,,,,0,1,1,0,1.39568208108718E+018,1.39568208108718E+018,False,False,si,,,,,,,0
19,1.39342415121851E+018,Sat May 15 04:33:00 +0000 2021,1.39342415121851E+018,1.39342415121851E+018,"හැම්බෝ බැරගම කෙනාට දැං ටිකැට් කිට්ටු වෙලා.කන් ඇහෙන්නෙ ම නෑනෙ. එක එක විකාර කියවන්නෙ. කියල ඔන්න අපෙ තාත්තා එයාගෙ මල්ලි බලන්න ගිහිං ඇවිත් සතියක් දෙකක් යනකල් කියනව.
.
මාසයක් විතර ගියාම.""බැරගම ගිහින් එන්න යන්න ඕන මිනිහට මම ගියාම හරි සතුටු. කවුරුවත් නෑනෙ කතාවටවත්""",False,"[0, 258]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,150624162,150624162,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,,,,0,17,2,0,1.39342415121851E+018,1.39342415121851E+018,False,False,si,,,,,,,0
20,1.39388198260653E+018,Sun May 16 10:52:16 +0000 2021,1.39388198260653E+018,1.39388198260653E+018,"මිනිහයි දුවයි පොසිටිව් වෙලා, මාමණ්ඩි කොරෝනා වලින් මැරිලා, තමන්ගේ PCR එක එන්න කලින් රස්සාවට යන එවුන් එක්ක ආණ්ඩුවටත් මේක කරගන්න බෑ.

ගම්බද මිනිස්සු මේ මොන සංචරණ සීමා දැම්මත් ලේසියෙන් හදන්න පුළුවන් එවුන් නෙවෙයි.",False,"[0, 208]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,199129412,199129412,,,,,False,,,,7,70,7,1,1.39388198260653E+018,1.39388198260653E+018,False,False,si,,,,,,,0
22,1.39539735257635E+018,Thu May 20 15:13:48 +0000 2021,1.39539735257635E+018,1.39539735257635E+018,@NightWingzzz @ExcuzeMiii @gayan_mh අපේ එන්නෙ තාත්තා. එයා උදේට දුවන්න යද්දි තමයි මං නිදාගන්නෙ😂,False,"[36, 94]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [0, 13]}, {'screen_name': 'ExcuzeMiii', 'name': 'Hamza Haniffa', 'id': 4867064842, 'id_str': '4867064842', 'indices': [14, 25]}, {'screen_name': 'gayan_mh', 'name': '#ගයියා', 'id': 166050292, 'id_str': '166050292', 'indices': [26, 35]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3953934854658E+018,1.3953934854658E+018,2369956382,2369956382,NightWingzzz,130433613,130433613,,,,,False,,,,0,0,0,0,1.39521456068503E+018,1.39521456068503E+018,False,False,si,,,,,,,0
23,1.35104535595418E+018,Mon Jan 18 05:54:48 +0000 2021,1.35104535595418E+018,1.35104535595418E+018,හදනකොට වැරදිච්ච කෑමත් රස කර කර කන අයට තමයි තාත්තයි අයියයි කියන්නේ 😌✋,False,"[0, 68]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3286134445,3286134445,,,,,False,,,,0,21,1,1,1.35104535595418E+018,1.35104535595418E+018,False,False,si,,,,,,,0
24,1.39429794786977E+018,Mon May 17 14:25:10 +0000 2021,1.39429794786977E+018,1.39429794786977E+018,"අපේ තාත්තා සින්දුවක් කියනවා..

රත්න දීප ජන්ම භූමි......

ඒක අහගෙන හිටපු පොඩි එකා..
තාලෙට

රත්න දීප ජන්ඹු ගෙඩි.....

🤦🤦🤦🤦",False,"[0, 120]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,563527911,563527911,,,,,False,,,,0,15,2,0,1.39429794786977E+018,1.39429794786977E+018,False,False,si,,,,,,,0
26,1.3953068878186E+018,Thu May 20 09:14:20 +0000 2021,1.3953068878186E+018,1.3953068878186E+018,"@shanki_thewitch ඔව්. අම්මා තාත්තා දෙන්නම මෙහෙත් නෑ, රට 😢",False,"[17, 57]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shanki_thewitch', 'name': 'Witch ⚡', 'id': 973212683007819776, 'id_str': '973212683007819776', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3953066841977E+018,1.3953066841977E+018,9.7321268300782E+017,9.7321268300782E+017,shanki_thewitch,1.25446562899346E+018,1.25446562899346E+018,,,,,False,,,,0,2,1,0,1.3953053643677E+018,1.3953053643677E+018,False,False,si,,,,,,,0
