,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,conversation_control,limited_actions,self_thread,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card,label,
55,9.98652608960057E+017,Mon May 21 19:51:50 +0000 2018,9.98652608960057E+017,9.98652608960057E+017,"Season 04 Episode 22 - A Dark Knight: No Man's Land 

ටහිකෙනවා යකෝ 🙄 ජෝකර් කැරියා උනා අන්තිමට 😍 පෙන්ගුයින් ට ඇපත් නෑ 😭 හම්මෝ පට්ට පට්ට 😍 — watching Gotham",False,"[0, 154]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,3186309132,3186309132,,,,,False,0,0,0,0,9.98652608960057E+017,9.98652608960057E+017,False,False,und,,,,,,,,,,,,0,
56,1.1675156949987E+018,Fri Aug 30 19:13:27 +0000 2019,1.1675156949987E+018,1.1675156949987E+018,කැරියා අපිටත් උයගෙන කන්න පුලුවන් ඒක නෙවෙයි කියන්නේ,False,"[0, 50]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1045794757,1045794757,,,,,False,1,8,0,1,1.1675156949987E+018,1.1675156949987E+018,False,False,si,,,,,,,,,,,,1,
57,9.93356710298321E+017,Mon May 07 05:07:50 +0000 2018,9.93356710298321E+017,9.93356710298321E+017,@RamanSingh98i @GKsingh100 ටෞකන්න කැරියා තෝ ඔය අටමගුල්වලින් බැලුවාකියලා අපේකුණුහරුප ට්‍රාන්ස්ලේට්වෙන්නෑ පුලාන්නං මේකහරවලා පෙන්නපිය,False,"[27, 130]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RamanSingh98i', 'name': 'Raman', 'id': 757042033303453697, 'id_str': '757042033303453697', 'indices': [0, 14]}, {'screen_name': 'GKsingh100', 'name': 'You', 'id': 635203665, 'id_str': '635203665', 'indices': [15, 26]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.93336659688256E+017,9.93336659688256E+017,7.57042033303454E+017,7.57042033303454E+017,RamanSingh98i,3523674194,3523674194,,,,,False,0,1,0,0,9.93335377220923E+017,9.93335377220923E+017,False,False,si,,,,,,,,,,,,1,
58,1.29200706378301E+018,Sat Aug 08 07:57:42 +0000 2020,1.29200706378301E+018,1.29200706378301E+018,@maduranga_ashan ඕකා ඊයෙ කැරි වැඩක් කරා. දැන් බලමු කවුද කැරියා කියලා. 😂,False,"[17, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maduranga_ashan', 'name': '𝙰 𝚂 𝙷 𝙰 𝙽__𝙼 𝙰 𝙳 𝚄 𝚁 𝙰 𝙽 𝙶 𝙰 🇱🇰', 'id': 1409574895, 'id_str': '1409574895', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.29200688887633E+018,1.29200688887633E+018,1409574895,1409574895,maduranga_ashan,2381681575,2381681575,,,,,False,0,0,1,0,1.29199934503057E+018,1.29199934503057E+018,False,False,si,,,,,,,,,,,,1,
59,1.34560156925797E+018,Sun Jan 03 05:23:08 +0000 2021,1.34560156925797E+018,1.34560156925797E+018,@ForaNewSriLank1 කුඩු සල්ලි වෙනුවෙන් ගූ කණ අපත කැරියා,False,"[17, 53]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ForaNewSriLank1', 'name': 'For a New Sri Lanka', 'id': 1175367525678419969, 'id_str': '1175367525678419969', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.34541125229054E+018,1.34541125229054E+018,1.17536752567842E+018,1.17536752567842E+018,ForaNewSriLank1,1.32610418232823E+018,1.32610418232823E+018,,,,,False,0,0,0,0,1.34541125229054E+018,1.34541125229054E+018,False,False,si,,,,,,,,,,,,1,
60,1.2682338270439E+018,Wed Jun 03 17:31:21 +0000 2020,1.2682338270439E+018,1.2682338270439E+018,"@sajad_irshad @toGetBaked වී ඇඩ්‍රස් ගුඩ් ෆ්‍රෙන්ඩ්ස් විත් බෑඩ් ව(ර්)ඩ්ස් ලයික් පකයා කැරියා etc. 
I wouldn't call you that, so worry not my dear friend.",False,"[26, 152]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sajad_irshad', 'name': 'Sajad', 'id': 2522809100, 'id_str': '2522809100', 'indices': [0, 13]}, {'screen_name': 'toGetBaked', 'name': 'දුම්බොන අලියා', 'id': 955051442183684096, 'id_str': '955051442183684096', 'indices': [14, 25]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.26819992529406E+018,1.26819992529406E+018,2522809100,2522809100,sajad_irshad,272929610,272929610,,,,,False,0,1,1,0,1.26788064027324E+018,1.26788064027324E+018,False,False,und,,,,,,,,,,,,1,
61,1.23018606066087E+018,Wed Feb 19 17:43:07 +0000 2020,1.23018606066087E+018,1.23018606066087E+018,@KasunKoswattha කොන්ක්‍රීට් කැරියා.. 🤣🤣🤣,False,"[16, 40]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KasunKoswattha', 'name': 'Kasun K', 'id': 327293824, 'id_str': '327293824', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22990860618063E+018,1.22990860618063E+018,327293824,327293824,KasunKoswattha,1.12693996201891E+018,1.12693996201891E+018,,,,,False,0,2,0,0,1.22990860618063E+018,1.22990860618063E+018,False,False,si,,,,,,,,,,,,1,
62,8.3190953171415E+017,Wed Feb 15 16:54:23 +0000 2017,8.3190953171415E+017,8.3190953171415E+017,ඔව් මම කැරියා තමා ✊👊,False,"[0, 20]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",,,,,,8.29906406841078E+017,8.29906406841078E+017,,,,,False,0,1,0,0,8.3190953171415E+017,8.3190953171415E+017,False,False,si,,,,,,,,,,,,1,
63,1.28999401204928E+018,Sun Aug 02 18:38:34 +0000 2020,1.28999401204928E+018,1.28999401204928E+018,"@duplicatesiri @slppofficial @WomenSLPP @YouthSLPP @HarinUnit @TeamHarin @HarshadeSilvaMP @rajakarunahs @irajonline @amilaik @ChinaEmbSL පේක් එකවුන්ට් හදාගෙන හැමනෙන කැරියා තෝ කාගේ
කොන්ත්‍රාත් එකක්ද කරන්නේ
හරි නමින් එලීයට වරෙන්
රටේ නැති බොරු හදලා දාන්න
තෝට කවුරු කීයපුවාද ගෝඨාභය කවුද මහින්ද නාමල් කවුද කොහොමද අපි දන්නවා 2/3  ඔන
19 අයීන් කරලා ජනාධිපති ට වැඩි
බලතල දෙන්න  යකෝ",False,"[137, 372]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'duplicatesiri', 'name': 'ඒ ආර් සිරිසේන', 'id': 1170970905117437952, 'id_str': '1170970905117437952', 'indices': [0, 14]}, {'screen_name': 'slppofficial', 'name': 'ශ්\u200dරී ලංකා පොදුජන පෙරමුණ', 'id': 944981419897638912, 'id_str': '944981419897638912', 'indices': [15, 28]}, {'screen_name': 'WomenSLPP', 'name': 'SLPP Women', 'id': 1042473257650118656, 'id_str': '1042473257650118656', 'indices': [29, 39]}, {'screen_name': 'YouthSLPP', 'name': 'SLPP Youth', 'id': 933915320066064385, 'id_str': '933915320066064385', 'indices': [40, 50]}, {'screen_name': 'HarinUnit', 'name': 'Harin Fernando Media Unit', 'id': 1161581854346088448, 'id_str': '1161581854346088448', 'indices': [51, 61]}, {'screen_name': 'TeamHarin', 'name': 'Team Harin Fernando', 'id': 1193181091181420545, 'id_str': '1193181091181420545', 'indices': [62, 72]}, {'screen_name': 'HarshadeSilvaMP', 'name': 'Harsha de Silva', 'id': 1968865952, 'id_str': '1968865952', 'indices': [73, 89]}, {'screen_name': 'rajakarunahs', 'name': 'Harshana Rajakaruna', 'id': 1179984670798180354, 'id_str': '1179984670798180354', 'indices': [90, 103]}, {'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [104, 115]}, {'screen_name': 'amilaik', 'name': 'Dr. Amila Kankanamge', 'id': 69895355, 'id_str': '69895355', 'indices': [116, 124]}, {'screen_name': 'ChinaEmbSL', 'name': 'Chinese Embassy in Sri Lanka', 'id': 1240860947826311169, 'id_str': '1240860947826311169', 'indices': [125, 136]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.28994551342962E+018,1.28994551342962E+018,1.17097090511744E+018,1.17097090511744E+018,duplicatesiri,1.06629468360362E+018,1.06629468360362E+018,,,,,False,0,0,1,0,1.28985635095301E+018,1.28985635095301E+018,False,False,si,,,,,,,,,,,,1,
64,1.24174129166424E+018,Sun Mar 22 14:59:29 +0000 2020,1.24174129166424E+018,1.24174129166424E+018,"එකෙක් ඉබ්බෙකුත් දාගෙන කෙල්ලෙක්ගෙ නමක් දාගෙන මැසෙජ් එකක් දානවා හායි කියලා. මතක නැ කියලා හිතන්න ඇති..
 පිටසක්වල  කැරියා. 🙄",False,"[0, 120]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,8.62693278356865E+017,8.62693278356865E+017,,,,,False,0,7,0,0,1.24174129166424E+018,1.24174129166424E+018,False,False,si,,,,,,,,,,,,1,
65,1.2800895217873E+018,Mon Jul 06 10:41:39 +0000 2020,1.2800895217873E+018,1.2800895217873E+018,@LakshanPramody ට හුකන්න අයියා ලග😂😂🖕 කැරියා,False,"[16, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LakshanPramody', 'name': 'Lakshan 🇱🇰', 'id': 862693278356865025, 'id_str': '862693278356865025', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.28008926798576E+018,1.28008926798576E+018,8.62693278356865E+017,8.62693278356865E+017,LakshanPramody,1.01532341739277E+018,1.01532341739277E+018,,,,,False,0,0,1,0,1.28008926798576E+018,1.28008926798576E+018,False,False,si,,,,,,,,,,,,1,
66,1.24977616116229E+018,Mon Apr 13 19:07:11 +0000 2020,1.24977616116229E+018,1.24977616116229E+018,@lasankaOnIine @CrizBale පට්ට😂 ඒ පිට දාලා කෙල්ලො 10 දොනක්ට විතර ආදරෙයි කිව්වා 😎,False,"[25, 79]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lasankaOnIine', 'name': 'C 🇱🇰', 'id': 3773388739, 'id_str': '3773388739', 'indices': [0, 14]}, {'screen_name': 'CrizBale', 'name': 'ලසියා🐧🇱🇰 🇪🇸', 'id': 432130044, 'id_str': '432130044', 'indices': [15, 24]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.24977597131153E+018,1.24977597131153E+018,3773388739,3773388739,lasankaOnIine,3089536357,3089536357,,,,,False,0,0,2,0,1.24977490997223E+018,1.24977490997223E+018,False,False,si,,,,,,,,,,,,0,
67,8.44825438589366E+017,Thu Mar 23 08:17:35 +0000 2017,8.44825438589366E+017,8.44825438589366E+017,You can find a ton of English terms for වේසි but none for කැරියා, ever wondered why?,False,"[0, 84]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,531422016,531422016,,,,,False,0,1,2,0,8.44825438589366E+017,8.44825438589366E+017,False,False,en,,,,,,,,,,,,1
68,1.19394676003022E+018,Mon Nov 11 17:41:04 +0000 2019,1.19394676003022E+018,1.19394676003022E+018,@IsuruPraveen1 ඒක තමයි කැරියා 😂,False,"[15, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IsuruPraveen1', 'name': 'ඉසුරු ප්\u200dරවීන්', 'id': 1160134389528842240, 'id_str': '1160134389528842240', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.19394620724615E+018,1.19394620724615E+018,1.16013438952884E+018,1.16013438952884E+018,IsuruPraveen1,432130044,432130044,,,,,False,0,0,1,0,1.19394207994193E+018,1.19394207994193E+018,False,False,si,,,,,,,,,,,,1,
70,1.20074682288232E+018,Sat Nov 30 12:02:06 +0000 2019,1.20074682288232E+018,1.20074682288232E+018,ඊටපස්සෙ කෙල්ලෙක්ගෙ කොන්ඩෙ ෆොටෝ අරන් මේකේ දාවි අනං මනං කියල 😒 අපි නොදන්නා බුස්සෙ කැරියා 😒,False,"[0, 88]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,352931832,352931832,,,,,True,2,4,2,0,1.20074682288232E+018,1.20074682288232E+018,False,False,si,,,,,,,,1.20074656645938E+018,1.20074656645938E+018,"{'url': 'https://t.co/xxEY9ElB8p', 'expanded': 'https://twitter.com/Acidtweetz/status/1200746566459379712', 'display': 'twitter.com/Acidtweetz/sta…'}",,1,
71,1.15612938430833E+018,Tue Jul 30 09:08:19 +0000 2019,1.15612938430833E+018,1.15612938430833E+018,"ටෙලිවිශන් කැරියා
වින්ඩෝස් පොන්නයා
I7 හුකන්නා
සරුංගල් පොන්නයා
කොස්කොල හුත්ති
මිරිස් ගල් වේසාවා
බ්ලෙන්ඩර් කැරියා
Core 2 duo පොන්නයා
පුවක් හුකන්නා
මිරිස් කරල් වේසාවා
අමු මිරිස් පොන්නයා
සුදුලූණු වේසා
පොල්ගස් හුත්තා
තල් ගස් හුත්ති
Clash of clans හුකන්නා
පෙට්‍රල් පොන්නයා👇👇",False,"[0, 267]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.15612890463101E+018,1.15612890463101E+018,765716875,765716875,ndilruksha,765716875,765716875,,,,,False,0,12,0,0,1.15612890463101E+018,1.15612890463101E+018,False,False,si,,,,,,,"{'id': 1156128904631005184, 'id_str': '1156128904631005184'}",,,,,1,
72,1.24214193988285E+018,Mon Mar 23 17:31:31 +0000 2020,1.24214193988285E+018,1.24214193988285E+018,"@ranjanieguruge @GotabayaR @PresRajapaksa @RW_UNP @sajithpremadasa @officialunp පල හුත්තිගේ පුතා.උඹේ අම්මට හුකාපං ,පොන්න කැරියා..🤣",False,"[80, 130]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ranjanieguruge', 'name': 'Ranjanieguruge', 'id': 2683641581, 'id_str': '2683641581', 'indices': [0, 15]}, {'screen_name': 'GotabayaR', 'name': 'Gotabaya Rajapaksa', 'id': 3191855185, 'id_str': '3191855185', 'indices': [16, 26]}, {'screen_name': 'PresRajapaksa', 'name': 'Mahinda Rajapaksa', 'id': 1003757702, 'id_str': '1003757702', 'indices': [27, 41]}, {'screen_name': 'RW_UNP', 'name': 'Ranil Wickremesinghe', 'id': 2913830408, 'id_str': '2913830408', 'indices': [42, 49]}, {'screen_name': 'sajithpremadasa', 'name': 'Sajith Premadasa', 'id': 106014897, 'id_str': '106014897', 'indices': [50, 66]}, {'screen_name': 'officialunp', 'name': 'UNP', 'id': 785344686, 'id_str': '785344686', 'indices': [67, 79]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.24211715841664E+018,1.24211715841664E+018,2683641581,2683641581,ranjanieguruge,200401964,200401964,,,,,False,0,4,1,0,1.24211715841664E+018,1.24211715841664E+018,False,False,si,,,,,,,,,,,,1,
73,1.12816559208575E+018,Tue May 14 05:10:12 +0000 2019,1.12816559208575E+018,1.12816559208575E+018,@irajonline @Neetwit හුකහන් කැරියා,False,"[21, 34]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [0, 11]}, {'screen_name': 'Neetwit', 'name': 'neetwit', 'id': 40320649, 'id_str': '40320649', 'indices': [12, 20]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.12794826881246E+018,1.12794826881246E+018,124982587,124982587,irajonline,1.06338516833609E+018,1.06338516833609E+018,,,,,False,0,1,0,0,1.12794826881246E+018,1.12794826881246E+018,False,False,si,,,,,,,,,,,,1,
74,1.23194608619512E+018,Mon Feb 24 14:16:50 +0000 2020,1.23194608619512E+018,1.23194608619512E+018,"කැරි පකයා
පොන්න හුකන්නා
කැරි බඩුව

(6)ඉහත සදහන් මූලික කුනුහරප හා ප්‍රණවාචී නාමපද එක්වී නව කුනුහරප හටගනී...

හුත්තිගෙ පුතා
වේසිගෙ පුතා
කැරි වේසිගෙ පුතා
හුත්තිගෙ කෙල්ල
හුත්‍තිගෙ කොල්ලා

(7)තවද මූලික කුනුහරප හා අප්‍රාණවාචී නාමපද එක්වී නව කුනුහරප හටගනී...",False,"[0, 251]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.23194608403924E+018,1.23194608403924E+018,717881136,717881136,sandunendika,717881136,717881136,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,5,1,0,1.23194607836004E+018,1.23194607836004E+018,False,False,si,,,,,,,"{'id': 1231946078360043520, 'id_str': '1231946078360043520'}",,,,,1,
75,9.23401986090918E+017,Thu Oct 26 04:12:44 +0000 2017,9.23401986090918E+017,9.23401986090918E+017,මේ අර එයාටෙල් ඩුවෙල් කැරියා ටෙක් නොලොජි එක බැරි වෙයිද් හච් hutch  වලට දාගන්ට ඉන්ටනෙට්  ස්ලෝ බන් ටහිකෙන්වා ...😭😭🔫🔫,False,"[0, 113]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,8.91470428685848E+017,8.91470428685848E+017,,,,,False,0,0,0,0,9.23401986090918E+017,9.23401986090918E+017,False,False,si,,,,,,,,,,,,1,
76,6.36209555471516E+017,Tue Aug 25 16:12:32 +0000 2015,6.36209555471516E+017,6.36209555471516E+017,"""මම කැරියා"" - Black Flag Team ft G Stereo -Coming Soon
#Fuck_to_da_Haters #Unka_Passe_Duwanne_naha #Junior :v — feeling cool",False,"[0, 124]","{'hashtags': [{'text': 'Fuck_to_da_Haters', 'indices': [55, 73]}, {'text': 'Unka_Passe_Duwanne_naha', 'indices': [74, 98]}, {'text': 'Junior', 'indices': [99, 106]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,1374113923,1374113923,,,,,False,0,0,0,0,6.36209555471516E+017,6.36209555471516E+017,False,False,en,,,,,,,,,,,,1,
77,9.24878477869961E+017,Mon Oct 30 05:59:47 +0000 2017,9.24878477869961E+017,9.24878477869961E+017,"&lt;h&gt;සරුංගල් පොන්නයා 
කොස්කොල හුත්ති
මිරිස් ගල් වේසාවා
බ්ලෙන්ඩර් කැරියා 
Core 2 duo පොන්නයා 
පුවක් හුකන්නා
මිරිස්... https://t.co/9cuPKoW2CP",False,"[0, 144]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9cuPKoW2CP', 'expanded_url': 'http://fb.me/7bTzDDkgA', 'display_url': 'fb.me/7bTzDDkgA', 'indices': [121, 144]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,4193404407,4193404407,,,,,False,0,0,0,0,9.24878477869961E+017,9.24878477869961E+017,False,False,si,,,False,True,,,,,,,,1,
78,1.04059603451746E+018,Fri Sep 14 13:40:02 +0000 2018,1.04059603451746E+018,1.04059603451746E+018,වැදිලා ඉන්නෙ මන් තමා කැරියා .අහසෙ ඉන්නෙ..😂😂😂කොල් අරන් බනින්න ඔනී යාලුවන්ට හ්ම්,False,"[0, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,8.91470428685848E+017,8.91470428685848E+017,,,,,False,0,0,0,0,1.04059603451746E+018,1.04059603451746E+018,False,False,si,,,,,,,,,,,,1,
79,1.27670962661707E+018,Sat Jun 27 02:51:09 +0000 2020,1.27670962661707E+018,1.27670962661707E+018,පකේ සාතන් 😂💔,False,"[0, 12]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.11993264725223E+018,1.11993264725223E+018,,,,,True,0,2,0,1,1.27670962661707E+018,1.27670962661707E+018,False,False,si,,,,,,,,1.27670908097161E+018,1.27670908097161E+018,"{'url': 'https://t.co/JI5IpUBtb5', 'expanded': 'https://twitter.com/blackdrawft/status/1276709080971612160', 'display': 'twitter.com/blackdrawft/st…'}",,1,
80,1.15612929945336E+018,Tue Jul 30 09:07:59 +0000 2019,1.15612929945336E+018,1.15612929945336E+018,"තෙරෙ බිනා කැරියා
අල්ලපු ගෙදර හුත්ති
ඉස්සරා ගෙදර බැල්ලි
අපේ ගෙදර බල්ලා⁣
තුම්හියෝ කැරියා
සඟල වරහන් පකයා
සබන් බෝල පකයා
බීට් හුත්ති
ගොටුකොල පකයා
පොල් කෝම්බ කැරියා
බ්ලොක් ගල් හුත්තා
රට උළු පොන්නයා
ගොක් කොල පකයා
ඇම්පියර් හුත්තා
ගිටාර් පකයා
බිත්ති ඔරලෝසු පොන්නයා
මදර්බෝඩ් හුකන්නා👇👇",False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.15612890463101E+018,1.15612890463101E+018,765716875,765716875,ndilruksha,765716875,765716875,,,,,False,0,5,0,0,1.15612890463101E+018,1.15612890463101E+018,False,False,si,,,,,,,"{'id': 1156128904631005184, 'id_str': '1156128904631005184'}",,,,,1,
81,1.23299893700452E+018,Thu Feb 27 12:00:29 +0000 2020,1.23299893700452E+018,1.23299893700452E+018,කැරියා,False,"[0, 6]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,327293824,327293824,,,,,True,0,23,3,0,1.23299893700452E+018,1.23299893700452E+018,False,False,si,,,,,,,,1.2329492494968E+018,1.2329492494968E+018,"{'url': 'https://t.co/LOOWBiffuR', 'expanded': 'https://twitter.com/Iam__Kevin/status/1232949249496801280', 'display': 'twitter.com/Iam__Kevin/sta…'}",,1,
82,1.18255334243151E+018,Fri Oct 11 07:07:42 +0000 2019,1.18255334243151E+018,1.18255334243151E+018,@tillzzy_ කියලා වැඩක් නෑ. අඩුගානේ මූ කතා කරන්නවත් දන්නේ නෑ.,False,"[10, 59]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tillzzy_', 'name': 'ටිලන්™️🇱🇰', 'id': 865247798559690752, 'id_str': '865247798559690752', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.18255118067049E+018,1.18255118067049E+018,8.65247798559691E+017,8.65247798559691E+017,tillzzy_,992835230,992835230,,,,,False,0,0,1,0,1.18254752086759E+018,1.18254752086759E+018,False,False,si,,,,,,,,,,,,0,
83,1.09532912919959E+018,Tue Feb 12 14:29:49 +0000 2019,1.09532912919959E+018,1.09532912919959E+018,@itzJambole @maalupaan නිදිවැදපන් කැරියා😂,False,"[23, 41]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'itzJambole', 'name': 'тнαяιη∂υ ツ 🍥', 'id': 2483063340, 'id_str': '2483063340', 'indices': [0, 11]}, {'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [12, 22]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.09532608679408E+018,1.09532608679408E+018,2483063340,2483063340,itzJambole,7.07102986049348E+017,7.07102986049348E+017,,,,,False,1,2,1,0,1.09532608679408E+018,1.09532608679408E+018,False,False,si,,,,,,,,,,,,1,
84,1.23835675118076E+018,Fri Mar 13 06:50:31 +0000 2020,1.23835675118076E+018,1.23835675118076E+018,"ස්කෝලේ නිවාඩු හුත්තො  . කට් එකක් ගැහුවා සද්ද එපා  හුත්තො  බුකියෙ රගන්නෙ අපි තමයි 🖕🖕 

සද්ද එපා අපි ලග . ගහපන් දන හුත්තො  🖕🖕. ඇරියොත් ඇරියා මම උබට වඩා කැරියා 🖕

 #සිගිතිපාතාලේ",False,"[0, 174]","{'hashtags': [{'text': 'සිගිතිපාතාලේ', 'indices': [161, 174]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.11702161061831E+018,1.11702161061831E+018,,,,,False,0,16,1,0,1.23835675118076E+018,1.23835675118076E+018,False,False,si,,,,,,,,,,,,1,
85,8.11949331758494E+017,Thu Dec 22 14:59:40 +0000 2016,8.11949331758494E+017,8.11949331758494E+017,@KushiyaZ පොඩි කැරියා #ChildhoodNickNamesLK,False,"[10, 43]","{'hashtags': [{'text': 'ChildhoodNickNamesLK', 'indices': [22, 43]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.11948800428233E+017,8.11948800428233E+017,2891910440,2891910440,Kushiiiiiiiiya,407805189,407805189,,,,,False,0,0,0,0,8.11948800428233E+017,8.11948800428233E+017,False,False,si,,,,,,,,,,,,1,
86,9.76765829214687E+017,Thu Mar 22 10:21:35 +0000 2018,9.76765829214687E+017,9.76765829214687E+017,"@Senehas_Sithu ඡෙරියා කැරියා බන් 

මටත් ඒක යාලුවෙක් කිවිවේ 😆😆😉😉😁😂🤣😃😄😅",False,"[15, 69]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.7676538133452E+017,9.7676538133452E+017,2430049045,2430049045,ItsMeSithu,462616112,462616112,,,,,False,0,0,1,0,9.7676538133452E+017,9.7676538133452E+017,False,False,si,,,,,,,,,,,,1,
