,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,extended_entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,possibly_sensitive,possibly_sensitive_editable,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card,label
47,1.38343066393251E+018,Sat Apr 17 14:42:27 +0000 2021,1.38343066393251E+018,1.38343066393251E+018,"මේ ලෝකේ කවුරු

ලග නැති උනත්

තනියට  අපි ලග

හැමදාමත් ඉන්න

එකම කෙනා 

#අම්මා ..❤️",False,"[0, 81]","{'hashtags': [{'text': 'අම්මා', 'indices': [70, 76]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.33801481157403E+018,1.33801481157403E+018,,,,,False,7,73,10,2,1.38343066393251E+018,1.38343066393251E+018,False,False,,,si,,,,,,,0
49,1.39321747502672E+018,Fri May 14 14:51:45 +0000 2021,1.39321747502672E+018,1.39321747502672E+018,@Wathmii අම්මා කියනවා නම් ඉතින් බොරු නෙවෙයිනෙ 🤭🤭,False,"[9, 48]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Wathmii', 'name': 'Wathmi Katipearachchi', 'id': 2359382232, 'id_str': '2359382232', 'indices': [0, 8]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39321574036324E+018,1.39321574036324E+018,2359382232,2359382232,Wathmii,9.05674137133134E+017,9.05674137133134E+017,,,,,False,0,1,1,0,1.39321471926829E+018,1.39321471926829E+018,False,False,,,si,,,,,,,0
50,1.39383849269049E+018,Sun May 16 07:59:27 +0000 2021,1.39383849269049E+018,1.39383849269049E+018,@ItsmeSuppa ඔව් තාත්ති ලස්සනයි සහ අම්මා ලස්සනම ලස්සනයි නිසා🙄🙄😒😒😏😏😳😳,False,"[12, 67]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ItsmeSuppa', 'name': 'RT Suppa 🤓', 'id': 3797363534, 'id_str': '3797363534', 'indices': [0, 11]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39383684721046E+018,1.39383684721046E+018,3797363534,3797363534,ItsmeSuppa,1.17142636100248E+018,1.17142636100248E+018,,,,,False,0,1,1,0,1.39383103763393E+018,1.39383103763393E+018,False,False,,,si,,,,,,,0
52,1.3939347564174E+018,Sun May 16 14:21:58 +0000 2021,1.3939347564174E+018,1.3939347564174E+018,"අම්මා පරිප්පු හදනවා ද කොහේද?
පුදුම සුවදක්😋",False,"[0, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.19604584040358E+018,1.19604584040358E+018,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,9,1,0,1.3939347564174E+018,1.3939347564174E+018,False,False,,,si,,,,,,,0
54,1.39412075615017E+018,Mon May 17 02:41:04 +0000 2021,1.39412075615017E+018,1.39412075615017E+018,@Nadeez__ හස්බන්ඩ් කෙනෙක් ඉන්න වර්ජින් කෙනෙක්ව දැක්කමයි 🤓💔😂,False,"[10, 59]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Nadeez__', 'name': '⚽️🏆 MЯ.MΛDЯID™❤️🇱🇰🇪🇸', 'id': 905674137133133824, 'id_str': '905674137133133824', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3940016551762E+018,1.3940016551762E+018,9.05674137133134E+017,9.05674137133134E+017,Nadeez__,3797363534,3797363534,,,,,False,0,2,1,0,1.3940016551762E+018,1.3940016551762E+018,False,False,,,si,,,,,,,0
56,1.39434955978294E+018,Mon May 17 17:50:15 +0000 2021,1.39434955978294E+018,1.39434955978294E+018,"@pramodVimukthi1 අම්මා ලගවත් තියෙවිද දන්නෑ නේ🤭
දෙන්නම බොමු ඉල්ලං..",False,"[17, 66]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'pramodVimukthi1', 'name': 'pramod abeyrathna', 'id': 1191978229864763393, 'id_str': '1191978229864763393', 'indices': [0, 16]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39434934527365E+018,1.39434934527365E+018,1.19197822986476E+018,1.19197822986476E+018,pramodVimukthi1,3049508994,3049508994,,,,,False,0,0,2,0,1.39434801520525E+018,1.39434801520525E+018,False,False,,,si,,,,,,,0
57,1.39601388865147E+018,Sat May 22 08:03:42 +0000 2021,1.39601388865147E+018,1.39601388865147E+018,@SKathriarachc අපෙ අම්මා පරක්කුවෙලා නැගිටලා ඒකයි මෙ😂,False,"[15, 52]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SKathriarachc', 'name': '💙\U0001f9da නිෂාදි \U0001f9da💙🇱🇰', 'id': 4695571118, 'id_str': '4695571118', 'indices': [0, 14]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39600347671962E+018,1.39600347671962E+018,4695571118,4695571118,SKathriarachc,1.1179786750252E+018,1.1179786750252E+018,,,,,False,0,0,0,0,1.39594840664897E+018,1.39594840664897E+018,False,False,,,si,,,,,,,0
58,1.38221354658336E+018,Wed Apr 14 06:06:04 +0000 2021,1.38221354658336E+018,1.38221354658336E+018,IG එකේ batch එකේ married couple එකට දාලා තියෙන pics දැකලා අම්මා නෝන්ඩි කරා frens. දුකයි. 😬,False,"[0, 90]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,176651477,176651477,,,,,False,0,13,2,0,1.38221354658336E+018,1.38221354658336E+018,False,False,,,und,,,,,,,0
60,1.36601181194684E+018,Sun Feb 28 13:06:09 +0000 2021,1.36601181194684E+018,1.36601181194684E+018,@Sedona_B සමහරවිට ඔයාට තව නංගියෙක්හරි මල්ලියෙක්හරි ගෙනත් දෙන අදහසින් අම්මා ඕක කිවුවද දන්නෑ. සිටුවේශන් ඇනැලිසිස් එකක් කරන්න 😌😌😌,False,"[10, 126]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sedona_B', 'name': 'සෙදෝනා of Bebbanburg', 'id': 1254465628993458178, 'id_str': '1254465628993458178', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.36597309835742E+018,1.36597309835742E+018,1.25446562899346E+018,1.25446562899346E+018,Sedona_B,799677397,799677397,,,,,False,0,5,1,0,1.36597309835742E+018,1.36597309835742E+018,False,False,,,si,,,,,,,0
61,1.36885922566605E+018,Mon Mar 08 09:40:46 +0000 2021,1.36885922566605E+018,1.36885922566605E+018,"#අම්මා ❤️🙏 🤱🤱 
සත්තයි අම්මා වාගේ 
කවුරුත් නෑ හමුවුයේ...",False,"[0, 55]","{'hashtags': [{'text': 'අම්මා', 'indices': [0, 6]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.26916427301361E+018,1.26916427301361E+018,,,,,False,2,35,8,1,1.36885922566605E+018,1.36885922566605E+018,False,False,,,si,,,,,,,0
62,1.39555093488582E+018,Fri May 21 01:24:05 +0000 2021,1.39555093488582E+018,1.39555093488582E+018,@iresaaaaaa අම්මා කෙනෙක් වෙන්න 😂😂😂😂,False,"[12, 35]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iresaaaaaa', 'name': 'I C E ❄️', 'id': 1187692266632015875, 'id_str': '1187692266632015875', 'indices': [0, 11]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39546153249907E+018,1.39546153249907E+018,1.18769226663202E+018,1.18769226663202E+018,iresaaaaaa,1.14694920782522E+018,1.14694920782522E+018,,,,,False,0,1,1,0,1.39533885747897E+018,1.39533885747897E+018,False,False,,,si,,,,,,,0
64,1.39507791528967E+018,Wed May 19 18:04:28 +0000 2021,1.39507791528967E+018,1.39507791528967E+018,@mr_thilina නෑ යකෝ 🥲,False,"[12, 20]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mr_thilina', 'name': 'Thili', 'id': 1330878696601903104, 'id_str': '1330878696601903104', 'indices': [0, 11]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39507755703733E+018,1.39507755703733E+018,1.3308786966019E+018,1.3308786966019E+018,mr_thilina,1.25735601438013E+018,1.25735601438013E+018,,,,,False,0,1,1,0,1.39496686756398E+018,1.39496686756398E+018,False,False,,,si,,,,,,,0
66,1.38151235527261E+018,Mon Apr 12 07:39:47 +0000 2021,1.38151235527261E+018,1.38151235527261E+018,Hah 🙄 අපේ අම්මා එහෙම අහලා නෑනේ😒,False,"[0, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.28589500725426E+018,1.28589500725426E+018,,,,,True,0,9,3,0,1.38151235527261E+018,1.38151235527261E+018,False,False,,,si,,1.38147334861858E+018,1.38147334861858E+018,"{'url': 'https://t.co/nEMoiy1OMW', 'expanded': 'https://twitter.com/PLalindra/status/1381473348618575872', 'display': 'twitter.com/PLalindra/stat…'}",,,0
69,1.36750809912943E+018,Thu Mar 04 16:11:52 +0000 2021,1.36750809912943E+018,1.36750809912943E+018,"අම්මා එපා කියා හඬා වැටෙන දියණිය - පියාගෙන් පැමිණිල්ලක්
Watch More &gt;&gt;&gt; https://t.co/DImfZozDIN

#HiruNews #lka #SriLanka https://t.co/IdbsDvxRTu",False,"[0, 128]","{'hashtags': [{'text': 'HiruNews', 'indices': [104, 113]}, {'text': 'lka', 'indices': [114, 118]}, {'text': 'SriLanka', 'indices': [119, 128]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DImfZozDIN', 'expanded_url': 'https://bit.ly/2OiKYIF', 'display_url': 'bit.ly/2OiKYIF', 'indices': [79, 102]}], 'media': [{'id': 1367508065340116994, 'id_str': '1367508065340116994', 'indices': [129, 152], 'media_url': 'http://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'url': 'https://t.co/IdbsDvxRTu', 'display_url': 'pic.twitter.com/IdbsDvxRTu', 'expanded_url': 'https://twitter.com/hirunews/status/1367508099129430018/photo/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720, 'focus_rects': [{'x': 0, 'y': 3, 'h': 717, 'w': 1280}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 36, 'y': 0, 'h': 720, 'w': 632}, {'x': 172, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1280}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 742, 'y': 98, 'h': 283, 'w': 283}]}, 'orig': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}, 'small': {'faces': [{'x': 420, 'y': 55, 'h': 160, 'w': 160}]}, 'large': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}}}]}","{'media': [{'id': 1367508065340116994, 'id_str': '1367508065340116994', 'indices': [129, 152], 'media_url': 'http://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'url': 'https://t.co/IdbsDvxRTu', 'display_url': 'pic.twitter.com/IdbsDvxRTu', 'expanded_url': 'https://twitter.com/hirunews/status/1367508099129430018/photo/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720, 'focus_rects': [{'x': 0, 'y': 3, 'h': 717, 'w': 1280}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 36, 'y': 0, 'h': 720, 'w': 632}, {'x': 172, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1280}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 742, 'y': 98, 'h': 283, 'w': 283}]}, 'orig': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}, 'small': {'faces': [{'x': 420, 'y': 55, 'h': 160, 'w': 160}]}, 'large': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}}, 'media_key': '3_1367508065340116994', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 33, 'green': 33, 'blue': 37}, 'percentage': 35.69}, {'rgb': {'red': 62, 'green': 126, 'blue': 133}, 'percentage': 23.4}, {'rgb': {'red': 85, 'green': 37, 'blue': 39}, 'percentage': 8.04}, {'rgb': {'red': 255, 'green': 1, 'blue': 1}, 'percentage': 5.15}, {'rgb': {'red': 202, 'green': 168, 'blue': 7}, 'percentage': 3.43}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,351341475,351341475,,,,,False,3,10,0,0,1.36750809912943E+018,1.36750809912943E+018,False,False,False,True,si,,,,,,,0
70,1.3953068878186E+018,Thu May 20 09:14:20 +0000 2021,1.3953068878186E+018,1.3953068878186E+018,"@shanki_thewitch ඔව්. අම්මා තාත්තා දෙන්නම මෙහෙත් නෑ, රට 😢",False,"[17, 57]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shanki_thewitch', 'name': 'Witch ⚡', 'id': 973212683007819776, 'id_str': '973212683007819776', 'indices': [0, 16]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3953066841977E+018,1.3953066841977E+018,9.7321268300782E+017,9.7321268300782E+017,shanki_thewitch,1.25446562899346E+018,1.25446562899346E+018,,,,,False,0,2,1,0,1.3953053643677E+018,1.3953053643677E+018,False,False,,,si,,,,,,,0
71,1.38745617581005E+018,Wed Apr 28 17:18:24 +0000 2021,1.38745617581005E+018,1.38745617581005E+018,"ගෙදර ⁣ගහෙන් කඩලා අරන් වේලලා අම්මා හදපු කොකෝවා පිටි. හදලා බොන්න හරිම රසයි..😍
#කොකෝවා https://t.co/dFOAjbvyvz",False,"[0, 83]","{'hashtags': [{'text': 'කොකෝවා', 'indices': [76, 83]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1387456161469763587, 'id_str': '1387456161469763587', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 0, 'h': 552, 'w': 985}, {'x': 0, 'y': 0, 'h': 985, 'w': 985}, {'x': 0, 'y': 0, 'h': 1123, 'w': 985}, {'x': 0, 'y': 0, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}}, {'id': 1387456172018442241, 'id_str': '1387456172018442241', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 1020, 'h': 552, 'w': 985}, {'x': 0, 'y': 804, 'h': 985, 'w': 985}, {'x': 0, 'y': 735, 'h': 1123, 'w': 985}, {'x': 0, 'y': 110, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}}]}","{'media': [{'id': 1387456161469763587, 'id_str': '1387456161469763587', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 0, 'h': 552, 'w': 985}, {'x': 0, 'y': 0, 'h': 985, 'w': 985}, {'x': 0, 'y': 0, 'h': 1123, 'w': 985}, {'x': 0, 'y': 0, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1387456161469763587', 'ext_media_color': {'palette': [{'rgb': {'red': 184, 'green': 132, 'blue': 99}, 'percentage': 58.89}, {'rgb': {'red': 252, 'green': 250, 'blue': 246}, 'percentage': 16.55}, {'rgb': {'red': 20, 'green': 20, 'blue': 20}, 'percentage': 12.69}, {'rgb': {'red': 223, 'green': 167, 'blue': 131}, 'percentage': 7.45}, {'rgb': {'red': 103, 'green': 69, 'blue': 38}, 'percentage': 3.16}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1387456172018442241, 'id_str': '1387456172018442241', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 1020, 'h': 552, 'w': 985}, {'x': 0, 'y': 804, 'h': 985, 'w': 985}, {'x': 0, 'y': 735, 'h': 1123, 'w': 985}, {'x': 0, 'y': 110, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1387456172018442241', 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 6, 'green': 6, 'blue': 6}, 'percentage': 61.63}, {'rgb': {'red': 201, 'green': 144, 'blue': 108}, 'percentage': 14.91}, {'rgb': {'red': 202, 'green': 200, 'blue': 195}, 'percentage': 13.73}, {'rgb': {'red': 87, 'green': 47, 'blue': 27}, 'percentage': 5.64}, {'rgb': {'red': 125, 'green': 119, 'blue': 114}, 'percentage': 5.24}]}, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.12693996201891E+018,1.12693996201891E+018,,,,,False,7,134,17,1,1.38745617581005E+018,1.38745617581005E+018,False,False,False,True,si,,,,,,,0
72,1.39393508887471E+018,Sun May 16 14:23:17 +0000 2021,1.39393508887471E+018,1.39393508887471E+018,සමහර ට්වීට් වල කියන්න අවශ්‍ය දේ තියෙන්නෙ ඒ ට්වීට් එකේ කමෙන්ට් එකක. ඒ නිසා ට්වීට් එකක් RT කරන්න කලින් ඒකේ කමෙන්ට් ටික කියවන එක වටිනවා,False,"[0, 132]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,3266860562,3266860562,,,"{'id': 'b28838c9654b8c4a', 'url': 'https://api.twitter.com/1.1/geo/id/b28838c9654b8c4a.json', 'place_type': 'city', 'name': 'Joso-shi', 'full_name': 'Joso-shi, Ibaraki', 'country_code': 'JP', 'country': 'Japan', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[139.8939, 35.968713], [140.029052, 35.968713], [140.029052, 36.146776], [139.8939, 36.146776]]]}, 'attributes': {}}",,False,0,2,0,0,1.39393508887471E+018,1.39393508887471E+018,False,False,,,si,,,,,,,0
73,1.3953053643677E+018,Thu May 20 09:08:17 +0000 2021,1.3953053643677E+018,1.3953053643677E+018,"Meanwhile... The nearest one just passed away...

අවුරුදු 22 ක ගෑණු ළමයෙක් 😭

දවස් 5 කට කලින් මම එතැන එහා පැත්තෙ තියෙන pharmacy එකට යන්න ගිහින් අම්මා වෙන solution එකක් හොයාගත්ත නිසා නිකං හිටියා",False,"[0, 193]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.25446562899346E+018,1.25446562899346E+018,,,,,True,0,30,9,0,1.3953053643677E+018,1.3953053643677E+018,False,False,,,si,,1.39462667854292E+018,1.39462667854292E+018,"{'url': 'https://t.co/vFUONIU2vB', 'expanded': 'https://twitter.com/Sedona_B/status/1394626678542921730', 'display': 'twitter.com/Sedona_B/statu…'}",,,0
76,1.39348691568959E+018,Sat May 15 08:42:25 +0000 2021,1.39348691568959E+018,1.39348691568959E+018,@indika27 අරමුණ? ඕක හදන එකේ,False,"[10, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'indika27', 'name': 'Amila Chathuranga', 'id': 150624162, 'id_str': '150624162', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39344459667637E+018,1.39344459667637E+018,150624162,150624162,indika27,2533578847,2533578847,,,,,False,0,8,1,0,1.39344459667637E+018,1.39344459667637E+018,False,False,,,si,,,,,,,0
78,1.39573785974364E+018,Fri May 21 13:46:51 +0000 2021,1.39573785974364E+018,1.39573785974364E+018,"ලංකාවේ 1st Tweep මාව ෆලෝ කාලා....♥️😍
@PRan",False,"[0, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PRan', 'name': 'Prasad Ranatunga', 'id': 4778, 'id_str': '4778', 'indices': [37, 42]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1047931890,1047931890,,,,,False,0,23,3,0,1.39573785974364E+018,1.39573785974364E+018,False,False,,,si,,,,,,,0
79,1.39559727150959E+018,Fri May 21 04:28:13 +0000 2021,1.39559727150959E+018,1.39559727150959E+018,@SHAN__88 අම්මා හරි කෙනාට ගැලපෙන ඒව එපාය හොයල දෙන්න 😁,False,"[10, 53]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SHAN__88', 'name': 'මහ රජ මංගල🤘😎', 'id': 1146949207825223685, 'id_str': '1146949207825223685', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39559011056597E+018,1.39559011056597E+018,1.14694920782522E+018,1.14694920782522E+018,SHAN__88,1.23975247544134E+018,1.23975247544134E+018,,,,,False,0,2,0,0,1.39559011056597E+018,1.39559011056597E+018,False,False,,,si,,,,,,,0
80,1.39484479752591E+018,Wed May 19 02:38:09 +0000 2021,1.39484479752591E+018,1.39484479752591E+018,@SHAN__88 බබාගෙ අම්මා කවුද 😂💔🤓,False,"[10, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SHAN__88', 'name': 'මහ රජ මංගල🤘😎', 'id': 1146949207825223685, 'id_str': '1146949207825223685', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39484464155653E+018,1.39484464155653E+018,1.14694920782522E+018,1.14694920782522E+018,SHAN__88,3797363534,3797363534,,,,,False,0,1,1,0,1.39484402683514E+018,1.39484402683514E+018,False,False,,,si,,,,,,,0
81,1.38909405825817E+018,Mon May 03 05:46:46 +0000 2021,1.38909405825817E+018,1.38909405825817E+018,"3) Sri Lanka win the series by taking the second test by 209 runs. 

4) Dickwella advices players to not take anything off yet again ‘අඩො ගලවන්න එපා. තාම ඉවර නෑනෙ' 

5) Dickwella also compliments Taskin Ahmed on a solid defense stroke ‘අම්මා ටස්කිං ඒක කොහොමද, ඔහොම්ම ගහපන්' 😂😂😂",False,"[0, 277]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38909405562832E+018,1.38909405562832E+018,7.15047095397454E+017,7.15047095397454E+017,lankaweporak,7.15047095397454E+017,7.15047095397454E+017,,,,,False,0,0,1,0,1.38909405562832E+018,1.38909405562832E+018,False,False,,,en,,,,,"{'id': 1389094055628316673, 'id_str': '1389094055628316673'}",,0
