,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,possibly_sensitive,possibly_sensitive_editable,card,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,extended_entities,self_thread,label
19,1.38813011244124E+018,Fri Apr 30 13:56:23 +0000 2021,1.38813011244124E+018,1.38813011244124E+018,@iam_AStr යාලුවා 😋,False,"[10, 18]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iam_AStr', 'name': 'ⒶⓈⓣⓡⓐ ツ', 'id': 1299197195032252417, 'id_str': '1299197195032252417', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38812981570263E+018,1.38812981570263E+018,1.29919719503225E+018,1.29919719503225E+018,iam_AStr,70366634,70366634,,,,,False,0,2,1,0,1.38810190960554E+018,1.38810190960554E+018,False,False,,,,si,,,,,,,0
20,1.38835083420379E+018,Sat May 01 04:33:27 +0000 2021,1.38835083420379E+018,1.38835083420379E+018,@25ShadesOfBrown ඇති නේද 😂,False,"[17, 26]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '25ShadesOfBrown', 'name': 'chichiᥫ᭡🇨🇦', 'id': 480050024, 'id_str': '480050024', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38834842521371E+018,1.38834842521371E+018,480050024,480050024,25ShadesOfBrown,623929922,623929922,,,,,False,0,1,1,0,1.38834587213237E+018,1.38834587213237E+018,False,False,,,,si,,,,,,,0
21,1.38818643960775E+018,Fri Apr 30 17:40:13 +0000 2021,1.38818643960775E+018,1.38818643960775E+018,@Pushpe_ වාහනේ මොකද්ද යාලුවා?,False,"[9, 29]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Pushpe_', 'name': 'Pushpe', 'id': 1334831674933137411, 'id_str': '1334831674933137411', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38807032838394E+018,1.38807032838394E+018,1.33483167493314E+018,1.33483167493314E+018,Pushpe_,2925554527,2925554527,,,,,False,0,1,1,0,1.38807032838394E+018,1.38807032838394E+018,False,False,,,,si,,,,,,,0
22,1.38946251783592E+018,Tue May 04 06:10:53 +0000 2021,1.38946251783592E+018,1.38946251783592E+018,@lahirunirmala @NightWingzzz @AmIsoSweet පටන් ගන්න ලයිය කෙලවරක ඉඳං 😂,False,"[41, 68]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lahirunirmala', 'name': 'Hiru', 'id': 33105446, 'id_str': '33105446', 'indices': [0, 14]}, {'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [15, 28]}, {'screen_name': 'AmIsoSweet', 'name': 'Dinal', 'id': 429624563, 'id_str': '429624563', 'indices': [29, 40]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38946023167187E+018,1.38946023167187E+018,33105446,33105446,lahirunirmala,623929922,623929922,,,,,False,0,0,1,0,1.38945139885346E+018,1.38945139885346E+018,False,False,,,,si,,,,,,,0
24,1.38777292908622E+018,Thu Apr 29 14:17:04 +0000 2021,1.38777292908622E+018,1.38777292908622E+018,@dil_jayarathne බෙල්ල තියමු දංගෙඩියට,False,"[16, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dil_jayarathne', 'name': '⚰️ø¤☠️۩👹️ඇට කටුස්👹️۩☠️ø¤⚰️', 'id': 1058556126566875137, 'id_str': '1058556126566875137', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38777277619973E+018,1.38777277619973E+018,1.05855612656688E+018,1.05855612656688E+018,dil_jayarathne,623929922,623929922,,,,,False,0,0,1,0,1.38777252840016E+018,1.38777252840016E+018,False,False,,,,si,,,,,,,0
26,1.38782416502603E+018,Thu Apr 29 17:40:40 +0000 2021,1.38782416502603E+018,1.38782416502603E+018,මගේ යාලුවා https://t.co/M88MmcQ5S3,False,"[0, 10]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1387824146768297985, 'id_str': '1387824146768297985', 'indices': [11, 34], 'media_url': 'http://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'url': 'https://t.co/M88MmcQ5S3', 'display_url': 'pic.twitter.com/M88MmcQ5S3', 'expanded_url': 'https://twitter.com/Maheer_abhishek/status/1387824165026029570/photo/1', 'type': 'photo', 'original_info': {'width': 640, 'height': 800, 'focus_rects': [{'x': 0, 'y': 442, 'h': 358, 'w': 640}, {'x': 0, 'y': 160, 'h': 640, 'w': 640}, {'x': 0, 'y': 70, 'h': 730, 'w': 640}, {'x': 240, 'y': 0, 'h': 800, 'w': 400}, {'x': 0, 'y': 0, 'h': 800, 'w': 640}]}, 'sizes': {'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 800, 'resize': 'fit'}, 'large': {'w': 640, 'h': 800, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.34518895492501E+018,1.34518895492501E+018,,,,,False,0,4,0,0,1.38782416502603E+018,1.38782416502603E+018,False,False,False,True,,si,,,,,"{'media': [{'id': 1387824146768297985, 'id_str': '1387824146768297985', 'indices': [11, 34], 'media_url': 'http://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'url': 'https://t.co/M88MmcQ5S3', 'display_url': 'pic.twitter.com/M88MmcQ5S3', 'expanded_url': 'https://twitter.com/Maheer_abhishek/status/1387824165026029570/photo/1', 'type': 'photo', 'original_info': {'width': 640, 'height': 800, 'focus_rects': [{'x': 0, 'y': 442, 'h': 358, 'w': 640}, {'x': 0, 'y': 160, 'h': 640, 'w': 640}, {'x': 0, 'y': 70, 'h': 730, 'w': 640}, {'x': 240, 'y': 0, 'h': 800, 'w': 400}, {'x': 0, 'y': 0, 'h': 800, 'w': 640}]}, 'sizes': {'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 800, 'resize': 'fit'}, 'large': {'w': 640, 'h': 800, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1387824146768297985', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 223, 'green': 237, 'blue': 205}, 'percentage': 48.12}, {'rgb': {'red': 218, 'green': 170, 'blue': 27}, 'percentage': 26.91}, {'rgb': {'red': 4, 'green': 13, 'blue': 51}, 'percentage': 14.51}, {'rgb': {'red': 0, 'green': 0, 'blue': 67}, 'percentage': 4.07}, {'rgb': {'red': 52, 'green': 69, 'blue': 82}, 'percentage': 1.75}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,0
27,1.38834679750914E+018,Sat May 01 04:17:25 +0000 2021,1.38834679750914E+018,1.38834679750914E+018,@NightWingzzz @Thish_D @25ShadesOfBrown මොකද කියන්නෙ වෙඩිම කරලා damuthee,False,"[40, 72]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [0, 13]}, {'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [14, 22]}, {'screen_name': '25ShadesOfBrown', 'name': 'chichiᥫ᭡🇨🇦', 'id': 480050024, 'id_str': '480050024', 'indices': [23, 39]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38834633041047E+018,1.38834633041047E+018,2369956382,2369956382,NightWingzzz,4632654077,4632654077,,,,,False,0,0,2,0,1.38834444036063E+018,1.38834444036063E+018,False,False,,,,si,,,,,,,0
30,1.38954213468928E+018,Tue May 04 11:27:16 +0000 2021,1.38954213468928E+018,1.38954213468928E+018,Ex දැන් මොනවා කරනවා ඇද්ද..🥴,False,"[0, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.17701155406948E+018,1.17701155406948E+018,,,,,False,0,12,3,0,1.38954213468928E+018,1.38954213468928E+018,False,False,,,,si,,,,,,,0
32,1.38990769521867E+018,Wed May 05 11:39:52 +0000 2021,1.38990769521867E+018,1.38990769521867E+018,"@MaheshNegombo මගේ යාලුවෙක් 24 වෙනිදා ලංකාවට ආව. ඒ අයියත් ඩුබායි ඉදං එමිරේට්ස් ෆලයිට් එකේම ආවලු. එයාර්පෝර්ට් එකේදි එයා තමන්ගේ වාහනේ නැගලා යද්දි මගේ යාලුවා බස් එකේ නැගලා කොරන්ටයින් වෙන්න හෝටලේට ආවා කියලා යාලුවා මා එක්ක කිව්වා 

මේක දැක්කම ඒ කතාව මතක් උනා..",False,"[15, 255]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaheshNegombo', 'name': 'Mahesh (මයියා)', 'id': 189878124, 'id_str': '189878124', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38982478910413E+018,1.38982478910413E+018,189878124,189878124,MaheshNegombo,1.07276598446802E+018,1.07276598446802E+018,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,0,0,1.38982478910413E+018,1.38982478910413E+018,False,False,,,,si,,,,,,,0
34,1.38920551457627E+018,Mon May 03 13:09:39 +0000 2021,1.38920551457627E+018,1.38920551457627E+018,@ExcuzeMiii ආදරෙයී 😌❤️,False,"[12, 22]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ExcuzeMiii', 'name': 'Hamza Haniffa', 'id': 4867064842, 'id_str': '4867064842', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38917339181544E+018,1.38917339181544E+018,4867064842,4867064842,ExcuzeMiii,623929922,623929922,,,,,False,0,0,0,0,1.38917233881857E+018,1.38917233881857E+018,False,False,,,,si,,,,,,,0
35,1.38895051362281E+018,Sun May 02 20:16:22 +0000 2021,1.38895051362281E+018,1.38895051362281E+018,"සිත නුඹ හා හැමදා රැඳුනා
ආදරෙන්",False,"[0, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,False,1,5,0,0,1.38895051362281E+018,1.38895051362281E+018,False,False,,,,si,,,,,,,0
36,1.38769741370873E+018,Thu Apr 29 09:17:00 +0000 2021,1.38769741370873E+018,1.38769741370873E+018,"ඔයා මගේ කියලා කෙනෙක් තෝරගත්තා දා ඉදන්, ඔයාගෙ හොදම යාලුවා වෙන්න පුලුවන් නැත්නම් ඉතිං වෙනින් කෙනෙක් හරි 😌😂, මේ කව්රු උනත් ඔයාට ඔයාගේම නොවෙනවා නම් ඒ සම්බන්කම් වලදි ඔයා අනික් කෙනා ගැන වැඩිය හිතන්න...හොයන්න බලන්න යන්න එපා 😴 මොකද ඔයාට ඒ කෙනාම දවසක ලස්සනට රිදෙන්න වැඩ කරනවා 😏.",False,"[0, 269]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.27488268583652E+018,1.27488268583652E+018,,,,,True,0,1,0,0,1.38769741370873E+018,1.38769741370873E+018,False,False,,,,si,,1.38520911022897E+018,1.38520911022897E+018,"{'url': 'https://t.co/kaQemqBO3n', 'expanded': 'https://twitter.com/Diliyaa_/status/1385209110228967426', 'display': 'twitter.com/Diliyaa_/statu…'}",,,0
37,1.38834572851525E+018,Sat May 01 04:13:10 +0000 2021,1.38834572851525E+018,1.38834572851525E+018,@25ShadesOfBrown @NightWingzzz ඔයා බූරුවෙක් මං මකරෙක්. අපේ සම්බන්දෙට ගෙවල් වලින් උනත් කැමති වෙන එකක් නෑ 🥲,False,"[31, 105]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '25ShadesOfBrown', 'name': 'chichiᥫ᭡🇨🇦', 'id': 480050024, 'id_str': '480050024', 'indices': [0, 16]}, {'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [17, 30]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38834546135919E+018,1.38834546135919E+018,480050024,480050024,25ShadesOfBrown,623929922,623929922,,,,,False,0,0,1,0,1.38834444036063E+018,1.38834444036063E+018,False,False,,,,si,,,,,,,0
40,1.38767467754431E+018,Thu Apr 29 07:46:39 +0000 2021,1.38767467754431E+018,1.38767467754431E+018,@Sudumameduvada මටත් දුකයි බ්‍රෝ. එ්ත් හිත හදන් ඉන්නෙ. 😌,False,"[16, 56]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sudumameduvada', 'name': 'සුදු මාමේ දුව දෙනවද', 'id': 3759972254, 'id_str': '3759972254', 'indices': [0, 15]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.38767406403509E+018,1.38767406403509E+018,3759972254,3759972254,Sudumameduvada,9.11206472956223E+017,9.11206472956223E+017,,,,,False,0,1,1,0,1.38490283957575E+018,1.38490283957575E+018,False,False,,,,si,,,,,,,0
41,1.3889155233169E+018,Sun May 02 17:57:20 +0000 2021,1.3889155233169E+018,1.3889155233169E+018,@maalupaan පකයා,False,"[11, 15]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38885855754673E+018,1.38885855754673E+018,4632654077,4632654077,maalupaan,623929922,623929922,,,,,False,0,0,0,0,1.38885855754673E+018,1.38885855754673E+018,False,False,,,,si,,,,,,,0
42,1.3877871330631E+018,Thu Apr 29 15:13:31 +0000 2021,1.3877871330631E+018,1.3877871330631E+018,අඩෝ මං කියනවට අර බල්ලගෙ අකවුන්ට් එකට ගිහින් උගෙ media බලපන්කෝ 😂 පව් හුත්තො අහින්සක කොල්ලො කෙල්ලො හින්ද බලු වෙන හැටි,False,"[0, 115]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,623929922,623929922,,,,,False,0,14,1,0,1.3877871330631E+018,1.3877871330631E+018,False,False,,,,si,,,,,,,1
44,1.38848215590328E+018,Sat May 01 13:15:17 +0000 2021,1.38848215590328E+018,1.38848215590328E+018,"ඇහුවොත් ෆ්‍රෙන්ඩ් ෆොරෙවර්

එත් නැති තැන එක එකාගේ රෙදි ගලවනවා.
                    🤭😂💔😐",False,"[0, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.04788357636715E+018,1.04788357636715E+018,,,,,False,0,35,0,1,1.38848215590328E+018,1.38848215590328E+018,False,False,,,,si,,,,,,,0
45,1.38917233881857E+018,Mon May 03 10:57:49 +0000 2021,1.38917233881857E+018,1.38917233881857E+018,මෙනෙ ජිසෙ අභි අභි දේකායේ,False,"[0, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,True,1,10,3,0,1.38917233881857E+018,1.38917233881857E+018,False,False,,,,si,,1.38917153155347E+018,1.38917153155347E+018,"{'url': 'https://t.co/0CEbWjo8gk', 'expanded': 'https://twitter.com/stranshad/status/1389171531553468417', 'display': 'twitter.com/stranshad/stat…'}",,,0
48,1.38949222595274E+018,Tue May 04 08:08:56 +0000 2021,1.38949222595274E+018,1.38949222595274E+018,@AmIsoSweet @Thish_D @NightWingzzz ඔයත් නිකන් කයිය ගහලා පස්සේ වික්ටිම් කාර්ඩ් ගහනවා නේ,False,"[35, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AmIsoSweet', 'name': 'Dinal', 'id': 429624563, 'id_str': '429624563', 'indices': [0, 11]}, {'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [12, 20]}, {'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [21, 34]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38946877337198E+018,1.38946877337198E+018,429624563,429624563,AmIsoSweet,33105446,33105446,,,,,False,0,0,1,0,1.38945139885346E+018,1.38945139885346E+018,False,False,,,,si,,,,,,,0
