,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,self_thread,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card
1390720816120143872,Fri May 07 17:30:55 +0000 2021,1390720816120143872,1390720816120143872,@RakzzMaduOnline ඔයයි තව හත් දෙනෙකුයි,False,"[17, 37]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RakzzMaduOnline', 'name': '🐾️Baby Koala 🖤🐨🐾️ 💤', 'id': 1014093357318934529, 'id_str': '1014093357318934529', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3907205696796303e+18,1390720569679630338,1.0140933573189345e+18,1014093357318934529,RakzzMaduOnline,2240150923,2240150923,,,,,False,0,3,1,1,1390719515843981312,1390719515843981312,False,False,si,,,,,,,,,
1390935014490009601,Sat May 08 07:42:04 +0000 2021,1390935014490009601,1390935014490009601,@AshWarunasuriya ආදරෙයි ඔයාල හැමෝටම ඈ 😍😍😍 ගෑන් ළමෙකුත් හොයලා දුන්නා වම් වැඩේ සම්පූර්ණයි ❤️😬☺️☺️☺️ https://t.co/9zpdju5jOv,False,"[17, 97]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AshWarunasuriya', 'name': 'Ashanthi', 'id': 3185439146, 'id_str': '3185439146', 'indices': [0, 16]}], 'urls': [], 'media': [{'id': 1390935004092321803, 'id_str': '1390935004092321803', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'url': 'https://t.co/9zpdju5jOv', 'display_url': 'pic.twitter.com/9zpdju5jOv', 'expanded_url': 'https://twitter.com/itsmechutiputha/status/1390935014490009601/photo/1', 'type': 'photo', 'original_info': {'width': 364, 'height': 200}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 364, 'h': 200, 'resize': 'fit'}, 'large': {'w': 364, 'h': 200, 'resize': 'fit'}, 'small': {'w': 364, 'h': 200, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3909339898132111e+18,1390933989813211143,3185439146.0,3185439146,AshWarunasuriya,1291465122125291520,1291465122125291520,,,,,False,0,1,0,0,1390931216795242498,1390931216795242498,False,False,si,,,"{'media': [{'id': 1390935004092321803, 'id_str': '1390935004092321803', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'url': 'https://t.co/9zpdju5jOv', 'display_url': 'pic.twitter.com/9zpdju5jOv', 'expanded_url': 'https://twitter.com/itsmechutiputha/status/1390935014490009601/photo/1', 'type': 'animated_gif', 'original_info': {'width': 364, 'height': 200}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 364, 'h': 200, 'resize': 'fit'}, 'large': {'w': 364, 'h': 200, 'resize': 'fit'}, 'small': {'w': 364, 'h': 200, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [91, 50], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/E02YBEiUUAsNwTD.mp4'}]}, 'features': {}, 'media_key': '16_1390935004092321803', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 63, 'green': 57, 'blue': 43}, 'percentage': 53.2}, {'rgb': {'red': 157, 'green': 118, 'blue': 95}, 'percentage': 29.94}, {'rgb': {'red': 96, 'green': 53, 'blue': 37}, 'percentage': 7.79}, {'rgb': {'red': 195, 'green': 33, 'blue': 10}, 'percentage': 2.51}, {'rgb': {'red': 235, 'green': 213, 'blue': 195}, 'percentage': 1.91}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",True,True,,,,
1390587249734012929,Fri May 07 08:40:10 +0000 2021,1390587249734012929,1390587249734012929,@iam_AStr අම්මෝ ආදරෙයි බබා 😍,False,"[10, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iam_AStr', 'name': 'ⒶⓈⓣⓡⓐ ツ', 'id': 1299197195032252417, 'id_str': '1299197195032252417', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3905395049187983e+18,1390539504918798336,1.2991971950322524e+18,1299197195032252417,iam_AStr,1110635597813571584,1110635597813571584,,,,,False,0,1,1,0,1390537406563061765,1390537406563061765,False,False,si,,,,,,,,,
1389591730035507201,Tue May 04 14:44:20 +0000 2021,1389591730035507201,1389591730035507201,@ohThatBrokeKid අම්බලන්ගොඩ බල්ලා 😍,False,"[16, 34]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ohThatBrokeKid', 'name': 'ගින්නා 🚀 is gone for a while', 'id': 1742620412, 'id_str': '1742620412', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3895915934982676e+18,1389591593498267654,1742620412.0,1742620412,ohThatBrokeKid,246224922,246224922,,,,,False,0,1,1,0,1389583087244242948,1389583087244242948,False,False,si,,,,,,,,,
1391632971095023620,Mon May 10 05:55:30 +0000 2021,1391632971095023620,1391632971095023620,@yeojngrr @deukaejung කෙවින් සියල්ලටම වඩා ලිනාට ආදරෙයි,False,"[22, 54]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'yeojngrr', 'name': '23° ❆', 'id': 1356936983407431681, 'id_str': '1356936983407431681', 'indices': [0, 9]}, {'screen_name': 'deukaejung', 'name': '♡̶', 'id': 1309255571690926081, 'id_str': '1309255571690926081', 'indices': [10, 21]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3916326891664876e+18,1391632689166487554,1.3569369834074317e+18,1356936983407431681,yeojngrr,1362639934897721344,1362639934897721344,,,,,False,1,1,1,0,1391621984501501953,1391621984501501953,False,False,si,,,,,,,,,
1389039373107167235,Mon May 03 02:09:28 +0000 2021,1389039373107167235,1389039373107167235,@Danuka96 ආදරෙයි බොක්ක  💖💖💖,False,"[10, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Danuka96', 'name': 'Danuka💰🎖️️', 'id': 4056724218, 'id_str': '4056724218', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3889408969142067e+18,1388940896914206722,4056724218.0,4056724218,Danuka96,1249183486428303360,1249183486428303360,,,,,False,0,1,1,0,1388940896914206722,1388940896914206722,False,False,si,,,,,,,,,
1389436358813310982,Tue May 04 04:26:57 +0000 2021,1389436358813310982,1389436358813310982,@udara_grero ආදරෙයි තවම මං,False,"[13, 26]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'udara_grero', 'name': 'Nalanjith Udara Grero 🇱🇰\U0001f974🙌', 'id': 4227365309, 'id_str': '4227365309', 'indices': [0, 12]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3894355538761155e+18,1389435553876115457,4227365309.0,4227365309,udara_grero,1247533987557335040,1247533987557335040,,,,,False,0,1,1,0,1389397854087614467,1389397854087614467,False,False,si,,,,,,,,,
1389234978920173568,Mon May 03 15:06:44 +0000 2021,1389234978920173568,1389234978920173568,අහිතක් හිතන්නේ නැතිනම් මං හරි ආදරෙයි....,False,"[0, 40]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1379247245782970369,1379247245782970369,,,,,False,0,1,0,0,1389234978920173568,1389234978920173568,False,False,si,,,,,,,,,
1390689907257921542,Fri May 07 15:28:06 +0000 2021,1390689907257921542,1390689907257921542,"එදා....
උඹට මං ආදරෙයි, ඒත් මං කොහොමද ඒක උඹට කියන්නෙ??
අද.....
මං උඹට ආදරෙයි, ඒක උඹ දන්නවා
ඒත්, මං ආදරේ කරන තරමටම උඹට ඒ ආදරේ දැනෙනවද??
මං කොහොමද ඒක අහන්නෙ?",False,"[0, 154]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,129547277,129547277,,,,,False,0,0,0,0,1390689907257921542,1390689907257921542,False,False,si,,,,,,,,,
1390915259565809664,Sat May 08 06:23:34 +0000 2021,1390915259565809664,1390915259565809664,මාළුපාන් බෑගයක් එව්ව බේකරියෙ මාමට ආදරෙයි පැලෙන්න 🥰🥰,False,"[0, 51]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1014093357318934529,1014093357318934529,,,,,False,0,38,4,1,1390915259565809664,1390915259565809664,False,False,si,,,,,,,,,
1391763922068197377,Mon May 10 14:35:51 +0000 2021,1391763922068197377,1391763922068197377,"ඔයා ඇත්තටම එයාට ආදරෙයි... එහෙම නේද ? 🥺🥺

හැබැයි මන් කිසිම නමක් ඒ ප්‍රශ්නේ ඇතුලේ මතක් කලේ නෑ..

ඒත් ඒක කියවද්දී ඔයාගේ ඔලුවට කෙනෙක් ඇවිත් ඇති ....!!",False,"[0, 146]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1234304546886897664,1234304546886897664,,,,,False,0,1,0,0,1391763922068197377,1391763922068197377,False,False,si,,,,,,,,,
