,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,self_thread,extended_entities,possibly_sensitive,possibly_sensitive_editable,card
1395299135574712323,Thu May 20 08:43:31 +0000 2021,1395299135574712323,1395299135574712323,This is the only version of friends I want to watch. https://t.co/mdbvAhsg4i,False,"[0, 52]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1395299096584392704, 'id_str': '1395299096584392704', 'indices': [53, 76], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1395299096584392704/pu/img/ZatfKQr61l32PNAY.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1395299096584392704/pu/img/ZatfKQr61l32PNAY.jpg', 'url': 'https://t.co/mdbvAhsg4i', 'display_url': 'pic.twitter.com/mdbvAhsg4i', 'expanded_url': 'https://twitter.com/Arshathz/status/1395299135574712323/video/1', 'type': 'photo', 'original_info': {'width': 426, 'height': 426}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 426, 'h': 426, 'resize': 'fit'}, 'large': {'w': 426, 'h': 426, 'resize': 'fit'}, 'medium': {'w': 426, 'h': 426, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,187525302,187525302,,,,,False,,,,9,45,1,3,1395299135574712323,1395299135574712323,False,False,en,,,"{'media': [{'id': 1395299096584392704, 'id_str': '1395299096584392704', 'indices': [53, 76], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1395299096584392704/pu/img/ZatfKQr61l32PNAY.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1395299096584392704/pu/img/ZatfKQr61l32PNAY.jpg', 'url': 'https://t.co/mdbvAhsg4i', 'display_url': 'pic.twitter.com/mdbvAhsg4i', 'expanded_url': 'https://twitter.com/Arshathz/status/1395299135574712323/video/1', 'type': 'video', 'original_info': {'width': 426, 'height': 426}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 426, 'h': 426, 'resize': 'fit'}, 'large': {'w': 426, 'h': 426, 'resize': 'fit'}, 'medium': {'w': 426, 'h': 426, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 33246, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1395299096584392704/pu/pl/6DDV1LP9AQve29OY.m3u8?tag=12&container=fmp4'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1395299096584392704/pu/vid/320x320/C18nceERBoeIu7GG.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1395299096584392704/pu/vid/426x426/NHRR6id-bfSiw_k2.mp4?tag=12'}]}, 'features': {}, 'media_key': '7_1395299096584392704', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 17, 'green': 9, 'blue': 7}, 'percentage': 77.68}, {'rgb': {'red': 123, 'green': 72, 'blue': 80}, 'percentage': 5.97}, {'rgb': {'red': 239, 'green': 232, 'blue': 62}, 'percentage': 3.08}, {'rgb': {'red': 90, 'green': 50, 'blue': 13}, 'percentage': 2.09}, {'rgb': {'red': 32, 'green': 35, 'blue': 24}, 'percentage': 1.65}]}, 'ext': {'mediaStats': {'r': {'ok': {'viewCount': '524'}}, 'ttl': -1}}, 'additional_media_info': {'monetizable': False}}]}",False,True,
1393567583656284162,Sat May 15 14:02:57 +0000 2021,1393567583656284162,1393567583656284162,ගෙදරට වීඩියෝ කෝල එකක් ගත්තා..😂😂 කවුදෝ කොල්ලෙක් ආන්සර් කලා.තාත්තගෙ යාළුවෙක් ගෙදර ඇවිත් එයාගෙ පුතා ආන්සර් කරලා තියෙන්නෙ.මගෙ හදවත මෙව්වා උනා කියාංකෝ..😂😂😂,False,"[0, 150]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1295998676238647296,1295998676238647296,,,,,False,,,,0,38,5,0,1393567583656284162,1393567583656284162,False,False,si,,,,,,
1395728101582114817,Fri May 21 13:08:05 +0000 2021,1395728101582114817,1395728101582114817,@udara_grero @imNaviya @SuuTikka එහෙම කියලා එකම තැටිය හැමදාම දාන්න එපා. එපා වෙනවා අහන් ඉන්න ගියාම. පොඩ්ඩක් පොඩි පොඩි වෙනස් කම් කරලා දාන්න.,False,"[33, 138]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'udara_grero', 'name': 'වෙසක් සැරසිලි කඩේ \U0001fa85🏮🇱🇰\U0001f974🙌', 'id': 4227365309, 'id_str': '4227365309', 'indices': [0, 12]}, {'screen_name': 'imNaviya', 'name': '• NaVe∃n MaYanThA🇱🇰 🇬🇧', 'id': 3089536357, 'id_str': '3089536357', 'indices': [13, 22]}, {'screen_name': 'SuuTikka', 'name': 'Suraj Dhillon⚡', 'id': 2503150696, 'id_str': '2503150696', 'indices': [23, 32]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.395727820727464e+18,1395727820727463938,4227365309.0,4227365309,udara_grero,924544050996195329,924544050996195329,,,,,False,,,,0,1,1,0,1395709725421948930,1395709725421948930,False,False,si,,,,,,
1394195363632844804,Mon May 17 07:37:32 +0000 2021,1394195363632844804,1394195363632844804,අපේ තාත්තා PCR කරපු තැන එක වචනෙකින්වත් දැනුවත් කිරීමක් කරලා තිබුණේ නෑ pcr රිපෝට් එනකල් ඉන්න ඕනේ විදිහ ගැන. වෛරසය ආසාදනය වුණා කියලා සැක කරන්නේ කොහොමද කියලාවත් අහල තිබුණේ නෑ. නිකන් ෆෝන් නම්බර් එකයි නමයි විතරයි අරන් තිබුණේ. ඒ කොහොම වුණත් දැනුමක් තේරුමක් ඇති මනුස්සයෙක් විදිහට 👇,False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3286134445,3286134445,,,,,True,1.394191077691691e+18,1394191077691691009,"{'url': 'https://t.co/8mn0z4nUBb', 'expanded': 'https://twitter.com/22Dinuk/status/1394191077691691009', 'display': 'twitter.com/22Dinuk/status…'}",1,20,1,2,1394195363632844804,1394195363632844804,False,False,si,,"{'id': 1394195363632844804, 'id_str': '1394195363632844804'}",,,,
1395252837915926528,Thu May 20 05:39:33 +0000 2021,1395252837915926528,1395252837915926528,"එකෙන් වෙන්නේ නිර්දෝශී මිනිස්සුත් දොස් අහන්න වෙන එක තමයි. සමහරු තමන්ව අනික් අයව රවට්ටපු නිසා මමත් තවකෙනෙක්ට එහෙම,කරනවා කියලා අදිටන් කරගන්නවා. මාත් පිටස්තර පුද්ගලයින්ට යහපතක් කරන්න හිතාගෙන මගේ අම්මා තාත්තා රවට්ටලා මානසිකව වැටිලා ඒ විපාකය හොඳටම වින්දා.",False,"[0, 249]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.395252470218064e+18,1395252470218063876,8.796219636181443e+17,879621963618144256,dulakshi_g,879621963618144256,879621963618144256,,,,,False,,,,0,7,1,0,1395252470218063876,1395252470218063876,False,False,si,,"{'id': 1395252470218063876, 'id_str': '1395252470218063876'}",,,,
1394491698089132039,Tue May 18 03:15:03 +0000 2021,1394491698089132039,1394491698089132039,"කිසිම විටෙක දරුවා අපහසුතාවයට පත් නොකරමි.

ඉකුත් දිනයක පාඩම අතර තුර මට දියණියකගෙන් ආ කෙටි පණිවුඩයකි.
අනේ ටීචර් මගෙ ඩේටා ඉවර වෙනවා තව ටිකකින්..ටීචර් දිගටම පාඩම කරනවද? 
එහි එසේ ලියා තිබිණි.
ඇය කියන්නේ ඇයට තව දුරටත් පාඩම ඉගෙන ගන්නට ඕනෑ බව නොවේද.
ඒත් මේ අසරණ වීම් මොන තරම් ඛේදවාචකයක් ද",False,"[0, 280]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3944916960296591e+18,1394491696029659142,1.2640589566721106e+18,1264058956672110592,dewmina_online,1264058956672110592,1264058956672110592,,,,,False,,,,0,1,1,0,1394490870376763394,1394490870376763394,False,False,si,,"{'id': 1394490870376763394, 'id_str': '1394490870376763394'}",,,,
1395682081087184899,Fri May 21 10:05:13 +0000 2021,1395682081087184899,1395682081087184899,"කෙල්ල හදපු ඉස්කොලෙ වෙසක් කාඩ් එකට කවියක් ලියන්න කෙල්ල බෑ කියන නිසා වයිෆ් මට කිවුව කවියක් ලියන්න කියල. මම ලිවුව ඉතිං.
සම්බුදු තෙමගුලට වෙන්වුන මේ වෙසඟේ
සුදුමල් මිටක් අතකින් ගෙන හැන්දෑවේ
කැළනි විහාරෙට හිමි පිදුමට ආවේ
ඔබ හට සුබ වෙසක් ආදර සුදු අයියේ
වයිෆ් තාම කතා කරනැත්තෙ ඇයි දන්නෑ 🤔",False,"[0, 279]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,,,,4,125,23,1,1395682081087184899,1395682081087184899,False,False,si,,,,,,
1393656170913562628,Sat May 15 19:54:58 +0000 2021,1393656170913562628,1393656170913562628,ආයෙත් කියන්න ගොං බබා ඒක 🥴,False,"[0, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1015323417392771072,1015323417392771072,,,,,False,,,,0,28,3,0,1393656170913562628,1393656170913562628,False,False,si,,,,,,
1395990354688569346,Sat May 22 06:30:11 +0000 2021,1395990354688569346,1395990354688569346,"@duliponline ආදර සුදු ටීච කියලා ලියලා දැම්මනම් අහරවයිනේ , කෙල්ලගෙන් අහයි කවුද ලිව්වේ තාත්තා කියයි.වැඩේ ගොඩ එක ගලෙන්😊😊😊😊",False,"[13, 119]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.395682081087185e+18,1395682081087184899,799677397.0,799677397,duliponline,347118698,347118698,,,,,False,,,,0,1,1,0,1395682081087184899,1395682081087184899,False,False,si,,,,,,
1393424151218507777,Sat May 15 04:33:00 +0000 2021,1393424151218507777,1393424151218507777,"හැම්බෝ බැරගම කෙනාට දැං ටිකැට් කිට්ටු වෙලා.කන් ඇහෙන්නෙ ම නෑනෙ. එක එක විකාර කියවන්නෙ. කියල ඔන්න අපෙ තාත්තා එයාගෙ මල්ලි බලන්න ගිහිං ඇවිත් සතියක් දෙකක් යනකල් කියනව.
.
මාසයක් විතර ගියාම.""බැරගම ගිහින් එන්න යන්න ඕන මිනිහට මම ගියාම හරි සතුටු. කවුරුවත් නෑනෙ කතාවටවත්""",False,"[0, 258]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,150624162,150624162,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,,,,0,17,2,0,1393424151218507777,1393424151218507777,False,False,si,,,,,,
1393881982606532613,Sun May 16 10:52:16 +0000 2021,1393881982606532613,1393881982606532613,"මිනිහයි දුවයි පොසිටිව් වෙලා, මාමණ්ඩි කොරෝනා වලින් මැරිලා, තමන්ගේ PCR එක එන්න කලින් රස්සාවට යන එවුන් එක්ක ආණ්ඩුවටත් මේක කරගන්න බෑ.

ගම්බද මිනිස්සු මේ මොන සංචරණ සීමා දැම්මත් ලේසියෙන් හදන්න පුළුවන් එවුන් නෙවෙයි.",False,"[0, 208]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,199129412,199129412,,,,,False,,,,7,70,7,1,1393881982606532613,1393881982606532613,False,False,si,,,,,,
1395712832998576138,Fri May 21 12:07:25 +0000 2021,1395712832998576138,1395712832998576138,"Evil but genius. 
So the government no longer has to manipulate COVID numbers, now that task becomes decentralized.",False,"[0, 115]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,89646340,89646340,,,,,True,1.395703185558311e+18,1395703185558310914,"{'url': 'https://t.co/weEtGl2aap', 'expanded': 'https://twitter.com/22Dinuk/status/1395703185558310914', 'display': 'twitter.com/22Dinuk/status…'}",11,25,3,0,1395712832998576138,1395712832998576138,False,False,en,,,,,,
