,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,card,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread
1270386264462819328,Tue Jun 09 16:04:22 +0000 2020,1270386264462819328,1270386264462819328,@dil_jayarathne ඒ වේසි තාම අක්කලයි ගෙදර,False,"[16, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dil_jayarathne', 'name': '⚰️ø¤☠️۩👹️ඇට කටුස්👹️۩☠️ø¤⚰️', 'id': 1058556126566875137, 'id_str': '1058556126566875137', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2703853765788221e+18,1270385376578822144,1.0585561265668751e+18,1058556126566875137,dil_jayarathne,130433613,130433613,,,,,False,0,1,1,0,1270385001167814661,1270385001167814661,False,False,si,,,,,,,,,
1023207569928515586,Sat Jul 28 14:04:29 +0000 2018,1023207569928515586,1023207569928515586,@MaaluPaan පොඩ්ඩක් හිටපන් .පකෝ කුනුහර්පයක් කිව්වත් වචන ටික ගළපලා කියපන්.කියන්නම් වාලේ රබර්වත්තේ දීපිකා වේසි කියනව වගේ තේරුමක් නැති විදියට කෑ ගහන්න එපා.වූෆි උබට ඇනලා සල්ලි නොදී ගියා වගේනේ හැමනෙන්නේ,False,"[11, 196]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.023158331840639e+18,1023158331840638976,4632654077.0,4632654077,maalupaan,555127210,555127210,,,,,False,0,3,2,0,1023158331840638976,1023158331840638976,False,False,si,,,,,,,,,
433498729690066944,Wed Feb 12 07:12:05 +0000 2014,433498729690066944,433498729690066944,කොල්ලත් එක්ක යුනිෆෝම් එක පිටින් වටේ ගිහිං ෆොටෝ ගහලා ෆේස්බුක් දාන එකීට #වේසි නොකියා පත්තිණි අම්මා කියන්නද බං? — feeling excited,False,"[0, 126]","{'hashtags': [{'text': 'වේසි', 'indices': [70, 75]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,416405448,416405448,,,,,False,0,0,0,0,433498729690066944,433498729690066944,False,False,si,,,,,,,,,
1321433635996626944,Wed Oct 28 12:48:24 +0000 2020,1321433635996626944,1321433635996626944,"මේ අහපල්ලකෝ ප්‍රශනයක් තියනවා අහන්න..🧒👧

කෙල්ලෙක් කොල්ලෙක් එක්ක රූම් එකකට ස්ව කැමැත්තෙන්ම රිංගනවා නම්, හැමදේම තම තමන්ගේ කැමැත්තෙන්ම සිද්ධ වෙනවා නම්, අන්තිමට ප්‍රශ්නයක් වෙච්ච දවසකට වැරදි කාරයා

උඹලා හිතන විදියට👇
#RT",False,"[0, 213]","{'hashtags': [{'text': 'RT', 'indices': [210, 213]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1196374198408450048,1196374198408450048,,,,,False,5,44,21,2,1321433635996626944,1321433635996626944,False,False,si,,False,True,"{'name': 'poll3choice_text_only', 'url': 'card://1321433634469916672', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'choice1_label': {'type': 'STRING', 'string_value': 'කොල්ලා  (Boy) \U0001f9d2'}, 'choice2_label': {'type': 'STRING', 'string_value': 'කෙල්ල (Girl) 👧'}, 'end_datetime_utc': {'type': 'STRING', 'string_value': '2020-10-29T12:48:24Z'}, 'counts_are_final': {'type': 'BOOLEAN', 'boolean_value': True}, 'choice2_count': {'type': 'STRING', 'string_value': '20'}, 'choice1_count': {'type': 'STRING', 'string_value': '24'}, 'last_updated_datetime_utc': {'type': 'STRING', 'string_value': '2020-10-29T12:48:25Z'}, 'duration_minutes': {'type': 'STRING', 'string_value': '1440'}, 'choice3_count': {'type': 'STRING', 'string_value': '123'}, 'choice3_label': {'type': 'STRING', 'string_value': 'දෙන්නම (Both of them)\U0001f9d2👧'}, 'api': {'type': 'STRING', 'string_value': 'capi://passthrough/1'}, 'card_url': {'type': 'STRING', 'string_value': 'https://twitter.com', 'scribe_key': 'card_url'}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}",,,,,
1228957476739047424,Sun Feb 16 08:21:10 +0000 2020,1228957476739047424,1228957476739047424,@maalupaan @vishiru @IamHisAnchor @anuwa01 තමා. 😂,False,"[34, 49]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}, {'screen_name': 'vishiru', 'name': 'V I S H W A 🇱🇰', 'id': 186032870, 'id_str': '186032870', 'indices': [11, 19]}, {'screen_name': 'anuwa01', 'name': 'P U S P E', 'id': 707102986049347584, 'id_str': '707102986049347584', 'indices': [34, 42]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2289570451827794e+18,1228957045182779392,4632654077.0,4632654077,maalupaan,137992580,137992580,,,,,False,0,0,1,0,1228955108903473153,1228955108903473153,False,False,si,,,,,,,,,
1250332088839983106,Wed Apr 15 07:56:14 +0000 2020,1250332088839983106,1250332088839983106,"සනී ලියෝන් ගැන එළි පිට කතා කරපු එකී වේසි වුණේ කොහොමද.. 

🐞 සීනි පන්සීය ගේන්න කඩේට යන්නෙ නැති එකී හුරතලේට හැදුණ මල වෙලා ගාල්ලෙ ඉඳන් යාපනේට තනියම ගිහින් එන එකී අවලමේ ගිය එකී වුණේ කොහොමද.... !!! 

ලියන්න ගියොත් ලෝකෙ ඉන්න සේරම කුරුමිණියො ඉවර වෙනකන් ලියන්න වෙනවා.... 🐞 

3/7",False,"[0, 269]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2503320853965046e+18,1250332085396504579,1.1124258131256525e+18,1112425813125652481,ChameeraAsanka,1112425813125652481,1112425813125652481,,,,,False,0,0,1,0,1250332081546121230,1250332081546121230,False,False,si,,,,,,,,,"{'id': 1250332081546121230, 'id_str': '1250332081546121230'}"
1296780457250623489,Fri Aug 21 12:05:28 +0000 2020,1296780457250623489,1296780457250623489,@maalupaan වේසි 😂,False,"[11, 17]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2967782851126886e+18,1296778285112688640,4632654077.0,4632654077,maalupaan,623929922,623929922,,,,,False,0,0,0,0,1296777861529993217,1296777861529993217,False,False,si,,,,,,,,,
1066197490616004609,Sat Nov 24 05:11:05 +0000 2018,1066197490616004609,1066197490616004609,Supun Aiyage Podi Wesi 3 සුපුන් අයියගෙ පොඩි වේසි 3 https://t.co/WczO5uIcJB https://t.co/kBDQg97U4r,False,"[0, 74]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WczO5uIcJB', 'expanded_url': 'http://dlvr.it/QrzdpR', 'display_url': 'dlvr.it/QrzdpR', 'indices': [51, 74]}], 'media': [{'id': 1066197488984444929, 'id_str': '1066197488984444929', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'url': 'https://t.co/kBDQg97U4r', 'display_url': 'pic.twitter.com/kBDQg97U4r', 'expanded_url': 'https://twitter.com/xxxwalkatha/status/1066197490616004609/photo/1', 'type': 'photo', 'original_info': {'width': 537, 'height': 282, 'focus_rects': [{'x': 33, 'y': 0, 'h': 282, 'w': 504}, {'x': 221, 'y': 0, 'h': 282, 'w': 282}, {'x': 239, 'y': 0, 'h': 282, 'w': 247}, {'x': 292, 'y': 0, 'h': 282, 'w': 141}, {'x': 0, 'y': 0, 'h': 282, 'w': 537}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 537, 'h': 282, 'resize': 'fit'}, 'small': {'w': 537, 'h': 282, 'resize': 'fit'}, 'medium': {'w': 537, 'h': 282, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}}]}","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,4118571078,4118571078,,,,,False,0,1,0,0,1066197490616004609,1066197490616004609,False,False,und,,False,True,,"{'media': [{'id': 1066197488984444929, 'id_str': '1066197488984444929', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'url': 'https://t.co/kBDQg97U4r', 'display_url': 'pic.twitter.com/kBDQg97U4r', 'expanded_url': 'https://twitter.com/xxxwalkatha/status/1066197490616004609/photo/1', 'type': 'photo', 'original_info': {'width': 537, 'height': 282, 'focus_rects': [{'x': 33, 'y': 0, 'h': 282, 'w': 504}, {'x': 221, 'y': 0, 'h': 282, 'w': 282}, {'x': 239, 'y': 0, 'h': 282, 'w': 247}, {'x': 292, 'y': 0, 'h': 282, 'w': 141}, {'x': 0, 'y': 0, 'h': 282, 'w': 537}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 537, 'h': 282, 'resize': 'fit'}, 'small': {'w': 537, 'h': 282, 'resize': 'fit'}, 'medium': {'w': 537, 'h': 282, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1066197488984444929', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 152, 'green': 146, 'blue': 131}, 'percentage': 54.3}, {'rgb': {'red': 54, 'green': 35, 'blue': 33}, 'percentage': 15.03}, {'rgb': {'red': 179, 'green': 129, 'blue': 108}, 'percentage': 12.23}, {'rgb': {'red': 218, 'green': 226, 'blue': 246}, 'percentage': 8.82}, {'rgb': {'red': 64, 'green': 57, 'blue': 82}, 'percentage': 1.84}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,
847017149138796545,Wed Mar 29 09:26:39 +0000 2017,847017149138796545,847017149138796545,"ලව්ද වේසි මූව්ස් අයි වන්න රොක් යූ බාඩී,,
අයි වන්න රොක් යූ බාඩී// ඕයේ 😂🤘😂",False,"[0, 72]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1133108491,1133108491,,,,,False,0,5,0,1,847017149138796545,847017149138796545,False,False,si,,,,,,,,,
1139820404065783809,Sat Jun 15 09:02:15 +0000 2019,1139820404065783809,1139820404065783809,"@Anushka60212320 @kushantha9221 ඇත්ත,ඒත් එතෙන්ට යායුතුමයි යථාර්තය අවබෝධ වෙන්න.",False,"[32, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.1397569750535578e+18,1139756975053557760,1.1102036436959396e+18,1110203643695939590,anushaka_____,333357644,333357644,,,,,False,0,0,1,0,1139592575646519296,1139592575646519296,False,False,si,,,,,,,,,
1200756662124064768,Sat Nov 30 12:41:11 +0000 2019,1200756662124064768,1200756662124064768,"ටෝක් කරන කාලේ - කෑල්ල
ලව් කරද්දී - පණ 
මැරි කරාට පස්සෙ - බිරිද 
සති කිහිපයකට පස්සේ - ගෑණි 
වසර 5කට පස්සේ - යක්ෂණී 
වසර 10කට පස්සේ - යෝදියේ
කියන එකලු සැබෑ ආදරය කියන්නේ....❤️

(මටත් කිව්වේ අංකල් කෙනෙක්)",False,"[0, 200]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,4191134834,4191134834,,,,,False,1,94,16,0,1200756662124064768,1200756662124064768,False,False,si,,,,,,,,,
1317887040491433984,Sun Oct 18 17:55:30 +0000 2020,1317887040491433984,1317887040491433984,@maalupaan පුක තමා වයිඩ් 😂😂,False,"[11, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.317885884495061e+18,1317885884495060992,4632654077.0,4632654077,maalupaan,720141928,720141928,,,,,False,0,0,2,0,1317885884495060992,1317885884495060992,False,False,si,,,,,,,,,
1257518697528176640,Tue May 05 03:53:15 +0000 2020,1257518697528176640,1257518697528176640,"කෙල්ලෙක්,
තමන්ගෙ මතයට විරුද්ධනම්, ඒකි ටිකක් කැපිල
පේනවනම්, ඒකෙල්ල කඩ්ඩ කතා කරනවනම්, කොටින්ම කිව්වොත් විරුද්ධ දේශපාලන මතයක ඉන්නවනම්, ඒකිට වැඩි audience එකක් ඉන්නවනම්, කියන ඒවට රිදෙනවනම්, ගෑනියෙක්ගෙ යෝනියකින් ඉපදිච්ච කොල්ලො ඇයි එවුන්ට ""බඩුව ඝණිකාව වේසි"" කියන්නෙ. 

ඊයා",False,"[0, 266]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,189878124,189878124,,,,,False,10,114,2,1,1257518697528176640,1257518697528176640,False,False,si,,,,,,,,,
1323531157942620160,Tue Nov 03 07:43:12 +0000 2020,1323531157942620160,1323531157942620160,අර වෙිසියෝ දෙන්නා ගහල මරන්න ඔන..නෙදකින්,False,"[0, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4695571118,4695571118,,,,,False,0,176,86,3,1323531157942620160,1323531157942620160,False,False,si,,,,,,,,,
1206274670921539584,Sun Dec 15 18:07:47 +0000 2019,1206274670921539584,1206274670921539584,".
Vacay mode 🏕️
.
.
.
.
.
#vacaymode #illustration #instaart #lettering #inspirationalquotes #inspiration #quotes #calligraphy #typography #designinspiration #art #adobeillustrator #vectorart https://t.co/pnZIlsHfmR",False,"[0, 191]","{'hashtags': [{'text': 'vacaymode', 'indices': [26, 36]}, {'text': 'illustration', 'indices': [37, 50]}, {'text': 'instaart', 'indices': [51, 60]}, {'text': 'lettering', 'indices': [61, 71]}, {'text': 'inspirationalquotes', 'indices': [72, 92]}, {'text': 'inspiration', 'indices': [93, 105]}, {'text': 'quotes', 'indices': [106, 113]}, {'text': 'calligraphy', 'indices': [114, 126]}, {'text': 'typography', 'indices': [127, 138]}, {'text': 'designinspiration', 'indices': [139, 157]}, {'text': 'art', 'indices': [158, 162]}, {'text': 'adobeillustrator', 'indices': [163, 180]}, {'text': 'vectorart', 'indices': [181, 191]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1206274654286954496, 'id_str': '1206274654286954496', 'indices': [192, 215], 'media_url': 'http://pbs.twimg.com/media/EL2MaC5UwAAeffe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EL2MaC5UwAAeffe.jpg', 'url': 'https://t.co/pnZIlsHfmR', 'display_url': 'pic.twitter.com/pnZIlsHfmR', 'expanded_url': 'https://twitter.com/thejidar/status/1206274670921539584/photo/1', 'type': 'photo', 'original_info': {'width': 1638, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 2, 'h': 917, 'w': 1638}, {'x': 0, 'y': 0, 'h': 1638, 'w': 1638}, {'x': 0, 'y': 0, 'h': 1867, 'w': 1638}, {'x': 255, 'y': 0, 'h': 2048, 'w': 1024}, {'x': 0, 'y': 0, 'h': 2048, 'w': 1638}]}, 'sizes': {'large': {'w': 1638, 'h': 2048, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 1348, 'y': 544, 'h': 212, 'w': 212}]}, 'orig': {'faces': [{'x': 1348, 'y': 544, 'h': 212, 'w': 212}]}, 'medium': {'faces': [{'x': 790, 'y': 318, 'h': 124, 'w': 124}]}, 'small': {'faces': [{'x': 447, 'y': 180, 'h': 70, 'w': 70}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,168459042,168459042,,,,,False,2,4,0,1,1206274670921539584,1206274670921539584,False,False,es,,False,True,,"{'media': [{'id': 1206274654286954496, 'id_str': '1206274654286954496', 'indices': [192, 215], 'media_url': 'http://pbs.twimg.com/media/EL2MaC5UwAAeffe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EL2MaC5UwAAeffe.jpg', 'url': 'https://t.co/pnZIlsHfmR', 'display_url': 'pic.twitter.com/pnZIlsHfmR', 'expanded_url': 'https://twitter.com/thejidar/status/1206274670921539584/photo/1', 'type': 'photo', 'original_info': {'width': 1638, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 2, 'h': 917, 'w': 1638}, {'x': 0, 'y': 0, 'h': 1638, 'w': 1638}, {'x': 0, 'y': 0, 'h': 1867, 'w': 1638}, {'x': 255, 'y': 0, 'h': 2048, 'w': 1024}, {'x': 0, 'y': 0, 'h': 2048, 'w': 1638}]}, 'sizes': {'large': {'w': 1638, 'h': 2048, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 1348, 'y': 544, 'h': 212, 'w': 212}]}, 'orig': {'faces': [{'x': 1348, 'y': 544, 'h': 212, 'w': 212}]}, 'medium': {'faces': [{'x': 790, 'y': 318, 'h': 124, 'w': 124}]}, 'small': {'faces': [{'x': 447, 'y': 180, 'h': 70, 'w': 70}]}}, 'media_key': '3_1206274654286954496', 'ext_media_color': {'palette': [{'rgb': {'red': 235, 'green': 232, 'blue': 217}, 'percentage': 77.57}, {'rgb': {'red': 72, 'green': 48, 'blue': 76}, 'percentage': 10.33}, {'rgb': {'red': 104, 'green': 114, 'blue': 49}, 'percentage': 5.18}, {'rgb': {'red': 98, 'green': 95, 'blue': 109}, 'percentage': 2.4}, {'rgb': {'red': 81, 'green': 37, 'blue': 87}, 'percentage': 0.61}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,
1127049277472002048,Sat May 11 03:14:21 +0000 2019,1127049277472002048,1127049277472002048,ෆක් කිව්වම ලයික් කෙල කෝටියයි.අනේ සුකාන් කිව්වම මේකි චී කුනුහරුප කියනවා..😹 අනේ හිකෙයි,False,"[0, 84]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,961513544717164545,961513544717164545,,,,,False,2,151,23,0,1127049277472002048,1127049277472002048,False,False,si,,,,,,,,,
1211243648064598017,Sun Dec 29 11:12:44 +0000 2019,1211243648064598017,1211243648064598017,"උඹ පාරට බැස්සම මූණවත් නොබලන එවුන් ම උඹ පෝස්ට්/ට්වීට් එකක් දැම්මම පොර කකා උඹේ ඊලඟ හෙරොයින් ෆික්ස් එක දෙනවා. උඹට වෙනම පර්සනලිටියක් පවා ගොඩ නැඟෙනවා. පළාත් සභා මන්ත්‍රී යද්දි ඔළුව හංගන් හැංගෙන උඹ, ට්විටර් එකේ ජනාධිපතිව මෙන්ෂන් කරලා ඌට රට හදන්න උපදෙස් දෙනවා, බනිනවා.",False,"[0, 261]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2112436440087634e+18,1211243644008763393,9.065574510460273e+17,906557451046027264,DonOutcast,906557451046027264,906557451046027264,,,,,False,1,9,1,0,1211243635146137600,1211243635146137600,False,False,si,,,,,,,,,"{'id': 1211243635146137600, 'id_str': '1211243635146137600'}"
988311850067550208,Mon Apr 23 07:01:21 +0000 2018,988311850067550208,988311850067550208,@anuwa01 @PoDiyaa බඩුවක් ??? 😜,False,"[18, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'anuwa01', 'name': 'P U S P E', 'id': 707102986049347584, 'id_str': '707102986049347584', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.883072166030705e+17,988307216603070464,7.071029860493476e+17,707102986049347584,anuwa01,462157317,462157317,,,,,False,0,1,1,0,988307216603070464,988307216603070464,False,False,si,,,,,,,,,
1317887490515070976,Sun Oct 18 17:57:17 +0000 2020,1317887490515070976,1317887490515070976,@IamDDhark පල වේසි,False,"[11, 18]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IamDDhark', 'name': 'Tharindu Bhagya 🇱🇰', 'id': 720141928, 'id_str': '720141928', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.317887040491434e+18,1317887040491433984,720141928.0,720141928,IamDDhark,4632654077,4632654077,,,,,False,0,0,0,0,1317885884495060992,1317885884495060992,False,False,si,,,,,,,,,
1358213517002776577,Sun Feb 07 00:38:31 +0000 2021,1358213517002776577,1358213517002776577,මේ වේසි කොහොමද https://t.co/BtE4FrI0yo,False,"[0, 14]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1358213514284830720, 'id_str': '1358213514284830720', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'url': 'https://t.co/BtE4FrI0yo', 'display_url': 'pic.twitter.com/BtE4FrI0yo', 'expanded_url': 'https://twitter.com/ShiwanthaC/status/1358213517002776577/photo/1', 'type': 'photo', 'original_info': {'width': 854, 'height': 859, 'focus_rects': [{'x': 0, 'y': 0, 'h': 478, 'w': 854}, {'x': 0, 'y': 0, 'h': 854, 'w': 854}, {'x': 100, 'y': 0, 'h': 859, 'w': 754}, {'x': 278, 'y': 0, 'h': 859, 'w': 430}, {'x': 0, 'y': 0, 'h': 859, 'w': 854}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 676, 'h': 680, 'resize': 'fit'}, 'large': {'w': 854, 'h': 859, 'resize': 'fit'}, 'medium': {'w': 854, 'h': 859, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 307, 'y': 207, 'h': 87, 'w': 87}]}, 'large': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'orig': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'medium': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1084683367730372609,1084683367730372609,,,,,False,0,6,0,0,1358213517002776577,1358213517002776577,False,False,si,,False,True,,"{'media': [{'id': 1358213514284830720, 'id_str': '1358213514284830720', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'url': 'https://t.co/BtE4FrI0yo', 'display_url': 'pic.twitter.com/BtE4FrI0yo', 'expanded_url': 'https://twitter.com/ShiwanthaC/status/1358213517002776577/photo/1', 'type': 'photo', 'original_info': {'width': 854, 'height': 859, 'focus_rects': [{'x': 0, 'y': 0, 'h': 478, 'w': 854}, {'x': 0, 'y': 0, 'h': 854, 'w': 854}, {'x': 100, 'y': 0, 'h': 859, 'w': 754}, {'x': 278, 'y': 0, 'h': 859, 'w': 430}, {'x': 0, 'y': 0, 'h': 859, 'w': 854}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 676, 'h': 680, 'resize': 'fit'}, 'large': {'w': 854, 'h': 859, 'resize': 'fit'}, 'medium': {'w': 854, 'h': 859, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 307, 'y': 207, 'h': 87, 'w': 87}]}, 'large': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'orig': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'medium': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}}, 'media_key': '3_1358213514284830720', 'ext_media_color': {'palette': [{'rgb': {'red': 215, 'green': 181, 'blue': 143}, 'percentage': 30.37}, {'rgb': {'red': 46, 'green': 40, 'blue': 42}, 'percentage': 17.1}, {'rgb': {'red': 220, 'green': 218, 'blue': 208}, 'percentage': 16.21}, {'rgb': {'red': 112, 'green': 127, 'blue': 100}, 'percentage': 10.41}, {'rgb': {'red': 153, 'green': 103, 'blue': 27}, 'percentage': 2.74}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,
977199226118524930,Fri Mar 23 15:03:45 +0000 2018,977199226118524930,977199226118524930,@Indrajithonline වේ වේසි,False,"[17, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Indrajithonline', 'name': 'Indrajith Bandara', 'id': 806420239789527040, 'id_str': '806420239789527040', 'indices': [0, 16]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",9.770093682384445e+17,977009368238444544,8.06420239789527e+17,806420239789527040,Indrajithonline,4731842532,4731842532,,,,,False,0,0,0,0,977009368238444544,977009368238444544,False,False,si,,,,,,,,,
1200776150684880897,Sat Nov 30 13:58:38 +0000 2019,1200776150684880897,1200776150684880897,@Iam__Kevin වෙන එකෙක් එක්ක ගියාම වේසි😂,False,"[12, 38]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Iam__Kevin', 'name': 'Captain America ✪', 'id': 4191134834, 'id_str': '4191134834', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2007566621240648e+18,1200756662124064768,4191134834.0,4191134834,Iam__Kevin,857468113591324672,857468113591324672,,,,,False,0,2,0,0,1200756662124064768,1200756662124064768,False,False,si,,,,,,,,,
