,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,self_thread,extended_entities,conversation_control,limited_actions,card,quoted_status_id,quoted_status_id_str,quoted_status_permalink
1337299367330385921,Fri Dec 11 07:33:09 +0000 2020,1337299367330385921,1337299367330385921,"ජාත්‍යන්තර ගුරුවරයා සම්මාන ලැබුවේ රංජිත්සින් දෙසාලේය. ඔහු පවසන්නේ අධ්‍යාපනය යනු දරුවන්ගේ උපතින් ලබන අයිතියක් බවත් එය අහිමි නොවිය යුතු බවයි.

එසේම ඔහුට ත්‍යාග ලෙස ඇමරිකානු ඩොලර් මිලයනයක්  හිමි වූ අතර ඔහු පවසන්නේ ගුරුවරයා යනු බදා ගන්නෙක් නොවෙන බවත් බෙදා ගන්නෙකු විය යුතු බවයි 👇 https://t.co/vGlJIqWHZm",False,"[0, 275]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1337299352625168384, 'id_str': '1337299352625168384', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/Eo8KrQeVQAAn8JK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eo8KrQeVQAAn8JK.jpg', 'url': 'https://t.co/vGlJIqWHZm', 'display_url': 'pic.twitter.com/vGlJIqWHZm', 'expanded_url': 'https://twitter.com/JayaniFdo/status/1337299367330385921/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 378, 'focus_rects': [{'x': 45, 'y': 0, 'h': 378, 'w': 675}, {'x': 333, 'y': 0, 'h': 378, 'w': 378}, {'x': 356, 'y': 0, 'h': 378, 'w': 332}, {'x': 428, 'y': 0, 'h': 378, 'w': 189}, {'x': 0, 'y': 0, 'h': 378, 'w': 720}]}, 'sizes': {'medium': {'w': 720, 'h': 378, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 378, 'resize': 'fit'}, 'small': {'w': 680, 'h': 357, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 580, 'y': 90, 'h': 35, 'w': 35}, {'x': 528, 'y': 150, 'h': 40, 'w': 40}, {'x': 152, 'y': 126, 'h': 38, 'w': 38}, {'x': 462, 'y': 151, 'h': 44, 'w': 44}]}, 'large': {'faces': [{'x': 580, 'y': 90, 'h': 35, 'w': 35}, {'x': 528, 'y': 150, 'h': 40, 'w': 40}, {'x': 152, 'y': 126, 'h': 38, 'w': 38}, {'x': 462, 'y': 151, 'h': 44, 'w': 44}]}, 'small': {'faces': [{'x': 547, 'y': 85, 'h': 33, 'w': 33}, {'x': 498, 'y': 141, 'h': 37, 'w': 37}, {'x': 143, 'y': 119, 'h': 35, 'w': 35}, {'x': 436, 'y': 142, 'h': 41, 'w': 41}]}, 'orig': {'faces': [{'x': 580, 'y': 90, 'h': 35, 'w': 35}, {'x': 528, 'y': 150, 'h': 40, 'w': 40}, {'x': 152, 'y': 126, 'h': 38, 'w': 38}, {'x': 462, 'y': 151, 'h': 44, 'w': 44}]}}}, {'id': 1337299359541555200, 'id_str': '1337299359541555200', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/Eo8KrqPU8AAi5Bx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eo8KrqPU8AAi5Bx.jpg', 'url': 'https://t.co/vGlJIqWHZm', 'display_url': 'pic.twitter.com/vGlJIqWHZm', 'expanded_url': 'https://twitter.com/JayaniFdo/status/1337299367330385921/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 381, 'focus_rects': [{'x': 0, 'y': 0, 'h': 381, 'w': 680}, {'x': 80, 'y': 0, 'h': 381, 'w': 381}, {'x': 103, 'y': 0, 'h': 381, 'w': 334}, {'x': 175, 'y': 0, 'h': 381, 'w': 191}, {'x': 0, 'y': 0, 'h': 381, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 381, 'resize': 'fit'}, 'large': {'w': 720, 'h': 381, 'resize': 'fit'}, 'small': {'w': 680, 'h': 360, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 195, 'y': 53, 'h': 158, 'w': 158}]}, 'orig': {'faces': [{'x': 195, 'y': 53, 'h': 158, 'w': 158}]}, 'large': {'faces': [{'x': 195, 'y': 53, 'h': 158, 'w': 158}]}, 'small': {'faces': [{'x': 184, 'y': 50, 'h': 149, 'w': 149}]}}}, {'id': 1337299364343992321, 'id_str': '1337299364343992321', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/Eo8Kr8IUUAEd8qE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eo8Kr8IUUAEd8qE.jpg', 'url': 'https://t.co/vGlJIqWHZm', 'display_url': 'pic.twitter.com/vGlJIqWHZm', 'expanded_url': 'https://twitter.com/JayaniFdo/status/1337299367330385921/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 388, 'focus_rects': [{'x': 27, 'y': 0, 'h': 388, 'w': 693}, {'x': 256, 'y': 0, 'h': 388, 'w': 388}, {'x': 280, 'y': 0, 'h': 388, 'w': 340}, {'x': 353, 'y': 0, 'h': 388, 'w': 194}, {'x': 0, 'y': 0, 'h': 388, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 366, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 388, 'resize': 'fit'}, 'large': {'w': 720, 'h': 388, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3372993413340406e+18,1337299341334040576,3286134445.0,3286134445,JayaniFdo,3286134445,3286134445,,,,,False,0,3,1,0,1337299184005705728,1337299184005705728,False,False,si,,False,True,"{'id': 1337299184005705728, 'id_str': '1337299184005705728'}","{'media': [{'id': 1337299352625168384, 'id_str': '1337299352625168384', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/Eo8KrQeVQAAn8JK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eo8KrQeVQAAn8JK.jpg', 'url': 'https://t.co/vGlJIqWHZm', 'display_url': 'pic.twitter.com/vGlJIqWHZm', 'expanded_url': 'https://twitter.com/JayaniFdo/status/1337299367330385921/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 378, 'focus_rects': [{'x': 45, 'y': 0, 'h': 378, 'w': 675}, {'x': 333, 'y': 0, 'h': 378, 'w': 378}, {'x': 356, 'y': 0, 'h': 378, 'w': 332}, {'x': 428, 'y': 0, 'h': 378, 'w': 189}, {'x': 0, 'y': 0, 'h': 378, 'w': 720}]}, 'sizes': {'medium': {'w': 720, 'h': 378, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 378, 'resize': 'fit'}, 'small': {'w': 680, 'h': 357, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 580, 'y': 90, 'h': 35, 'w': 35}, {'x': 528, 'y': 150, 'h': 40, 'w': 40}, {'x': 152, 'y': 126, 'h': 38, 'w': 38}, {'x': 462, 'y': 151, 'h': 44, 'w': 44}]}, 'large': {'faces': [{'x': 580, 'y': 90, 'h': 35, 'w': 35}, {'x': 528, 'y': 150, 'h': 40, 'w': 40}, {'x': 152, 'y': 126, 'h': 38, 'w': 38}, {'x': 462, 'y': 151, 'h': 44, 'w': 44}]}, 'small': {'faces': [{'x': 547, 'y': 85, 'h': 33, 'w': 33}, {'x': 498, 'y': 141, 'h': 37, 'w': 37}, {'x': 143, 'y': 119, 'h': 35, 'w': 35}, {'x': 436, 'y': 142, 'h': 41, 'w': 41}]}, 'orig': {'faces': [{'x': 580, 'y': 90, 'h': 35, 'w': 35}, {'x': 528, 'y': 150, 'h': 40, 'w': 40}, {'x': 152, 'y': 126, 'h': 38, 'w': 38}, {'x': 462, 'y': 151, 'h': 44, 'w': 44}]}}, 'media_key': '3_1337299352625168384', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 34, 'green': 19, 'blue': 17}, 'percentage': 41.36}, {'rgb': {'red': 83, 'green': 19, 'blue': 6}, 'percentage': 15.33}, {'rgb': {'red': 180, 'green': 132, 'blue': 69}, 'percentage': 14.58}, {'rgb': {'red': 188, 'green': 190, 'blue': 190}, 'percentage': 6.45}, {'rgb': {'red': 238, 'green': 221, 'blue': 147}, 'percentage': 3.53}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1337299359541555200, 'id_str': '1337299359541555200', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/Eo8KrqPU8AAi5Bx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eo8KrqPU8AAi5Bx.jpg', 'url': 'https://t.co/vGlJIqWHZm', 'display_url': 'pic.twitter.com/vGlJIqWHZm', 'expanded_url': 'https://twitter.com/JayaniFdo/status/1337299367330385921/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 381, 'focus_rects': [{'x': 0, 'y': 0, 'h': 381, 'w': 680}, {'x': 80, 'y': 0, 'h': 381, 'w': 381}, {'x': 103, 'y': 0, 'h': 381, 'w': 334}, {'x': 175, 'y': 0, 'h': 381, 'w': 191}, {'x': 0, 'y': 0, 'h': 381, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 381, 'resize': 'fit'}, 'large': {'w': 720, 'h': 381, 'resize': 'fit'}, 'small': {'w': 680, 'h': 360, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 195, 'y': 53, 'h': 158, 'w': 158}]}, 'orig': {'faces': [{'x': 195, 'y': 53, 'h': 158, 'w': 158}]}, 'large': {'faces': [{'x': 195, 'y': 53, 'h': 158, 'w': 158}]}, 'small': {'faces': [{'x': 184, 'y': 50, 'h': 149, 'w': 149}]}}, 'media_key': '3_1337299359541555200', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 98, 'green': 79, 'blue': 73}, 'percentage': 34.59}, {'rgb': {'red': 213, 'green': 218, 'blue': 224}, 'percentage': 34.24}, {'rgb': {'red': 79, 'green': 89, 'blue': 64}, 'percentage': 19.78}, {'rgb': {'red': 146, 'green': 109, 'blue': 107}, 'percentage': 5.94}, {'rgb': {'red': 109, 'green': 124, 'blue': 69}, 'percentage': 0.34}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1337299364343992321, 'id_str': '1337299364343992321', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/Eo8Kr8IUUAEd8qE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eo8Kr8IUUAEd8qE.jpg', 'url': 'https://t.co/vGlJIqWHZm', 'display_url': 'pic.twitter.com/vGlJIqWHZm', 'expanded_url': 'https://twitter.com/JayaniFdo/status/1337299367330385921/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 388, 'focus_rects': [{'x': 27, 'y': 0, 'h': 388, 'w': 693}, {'x': 256, 'y': 0, 'h': 388, 'w': 388}, {'x': 280, 'y': 0, 'h': 388, 'w': 340}, {'x': 353, 'y': 0, 'h': 388, 'w': 194}, {'x': 0, 'y': 0, 'h': 388, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 366, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 388, 'resize': 'fit'}, 'large': {'w': 720, 'h': 388, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1337299364343992321', 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 190, 'green': 185, 'blue': 187}, 'percentage': 48.34}, {'rgb': {'red': 83, 'green': 108, 'blue': 104}, 'percentage': 19.97}, {'rgb': {'red': 35, 'green': 33, 'blue': 48}, 'percentage': 7.38}, {'rgb': {'red': 188, 'green': 181, 'blue': 124}, 'percentage': 3.68}, {'rgb': {'red': 46, 'green': 45, 'blue': 99}, 'percentage': 2.38}]}, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,,,
730577392888995840,Thu May 12 01:56:38 +0000 2016,730577392888995840,730577392888995840,දියුණු රටවල අධ්‍යාපන ක්‍රියාවලියේදී ගුරුවරයා සහ සිසුන් අතර තියෙන්නේ සංවාදයක්. එතැනදී විචාරශීලිව කරුණු දිහා බලන්න... https://t.co/8IEZU49JEb,False,"[0, 139]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8IEZU49JEb', 'expanded_url': 'http://fb.me/7YzYCE6ln', 'display_url': 'fb.me/7YzYCE6ln', 'indices': [116, 139]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,186378830,186378830,,,,,False,0,0,0,0,730577392888995840,730577392888995840,False,False,si,,False,True,,,,,,,,
1274885581739352065,Mon Jun 22 02:03:03 +0000 2020,1274885581739352065,1274885581739352065,සිවුරු හැර ගියත් තමන් වහන්සේගේ ගුරුවරයා පිළිබඳව හික්කඩුවේ සුමංගල හිමියන් තුළ තිබුණේ අසීමිත ගෞරවයක්. බටුවන්තුඩාවේ පඬිතුමා පැමිණෙන විට හික්කඩුවේ සුමංගල හිමියන් ආසනයක වාඩි වී සිටියේ නම් වූ වහාම නැගිට පොත් රාක්කය පරික්ෂා කරන්න පටන් ගත්තා. තමන් වහන්සේ පැවිද්දෙකු නිසා 👇,False,"[0, 264]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2748855775827517e+18,1274885577582751745,1047931890.0,1047931890,619Sniper619,1047931890,1047931890,,,,,False,0,9,1,0,1274885501162528772,1274885501162528772,False,False,si,,,,"{'id': 1274885501162528772, 'id_str': '1274885501162528772'}",,,,,,,
1309821037115305986,Sat Sep 26 11:44:05 +0000 2020,1309821037115305986,1309821037115305986,"සිය බිරිඳට මෝටර් රථයක් මිල දී ගැනීමට මත්ද්‍රව්‍ය ජාවාරම් කළ ටියුෂන් ගුරුවරයා

හෙරොයින් ග්‍රෑම් 150ක් සහ කේරළ ගංජා කිලෝ 6ක් සමග සීදුව ප්‍රදේශයේදී තිදෙනෙක් ව අත්අඩංගුවට ගත් බව පොලීසිය පැවසීය.
#AdaderanaSinhala #Slnews #lka

වැඩි විස්තර-https://t.co/KJUGPej98g https://t.co/tfBp7kSIIv",False,"[0, 257]","{'hashtags': [{'text': 'AdaderanaSinhala', 'indices': [190, 207]}, {'text': 'Slnews', 'indices': [208, 215]}, {'text': 'lka', 'indices': [216, 220]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/KJUGPej98g', 'expanded_url': 'http://ow.ly/ZNDR50BBYQr', 'display_url': 'ow.ly/ZNDR50BBYQr', 'indices': [234, 257]}], 'media': [{'id': 1309821034875572224, 'id_str': '1309821034875572224', 'indices': [258, 281], 'media_url': 'http://pbs.twimg.com/media/Ei1rSp8X0AAmH74.png', 'media_url_https': 'https://pbs.twimg.com/media/Ei1rSp8X0AAmH74.png', 'url': 'https://t.co/tfBp7kSIIv', 'display_url': 'pic.twitter.com/tfBp7kSIIv', 'expanded_url': 'https://twitter.com/adaderanasin/status/1309821037115305986/photo/1', 'type': 'photo', 'original_info': {'width': 700, 'height': 700, 'focus_rects': [{'x': 0, 'y': 0, 'h': 392, 'w': 700}, {'x': 0, 'y': 0, 'h': 700, 'w': 700}, {'x': 25, 'y': 0, 'h': 700, 'w': 614}, {'x': 157, 'y': 0, 'h': 700, 'w': 350}, {'x': 0, 'y': 0, 'h': 700, 'w': 700}]}, 'sizes': {'large': {'w': 700, 'h': 700, 'resize': 'fit'}, 'medium': {'w': 700, 'h': 700, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}}]}","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,183904448,183904448,,,,,False,0,10,1,0,1309821037115305986,1309821037115305986,False,False,si,,False,True,,"{'media': [{'id': 1309821034875572224, 'id_str': '1309821034875572224', 'indices': [258, 281], 'media_url': 'http://pbs.twimg.com/media/Ei1rSp8X0AAmH74.png', 'media_url_https': 'https://pbs.twimg.com/media/Ei1rSp8X0AAmH74.png', 'url': 'https://t.co/tfBp7kSIIv', 'display_url': 'pic.twitter.com/tfBp7kSIIv', 'expanded_url': 'https://twitter.com/adaderanasin/status/1309821037115305986/photo/1', 'type': 'photo', 'original_info': {'width': 700, 'height': 700, 'focus_rects': [{'x': 0, 'y': 0, 'h': 392, 'w': 700}, {'x': 0, 'y': 0, 'h': 700, 'w': 700}, {'x': 25, 'y': 0, 'h': 700, 'w': 614}, {'x': 157, 'y': 0, 'h': 700, 'w': 350}, {'x': 0, 'y': 0, 'h': 700, 'w': 700}]}, 'sizes': {'large': {'w': 700, 'h': 700, 'resize': 'fit'}, 'medium': {'w': 700, 'h': 700, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'media_key': '3_1309821034875572224', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 214, 'green': 215, 'blue': 212}, 'percentage': 29.43}, {'rgb': {'red': 194, 'green': 4, 'blue': 4}, 'percentage': 21.81}, {'rgb': {'red': 55, 'green': 51, 'blue': 38}, 'percentage': 20.8}, {'rgb': {'red': 87, 'green': 68, 'blue': 24}, 'percentage': 7.51}, {'rgb': {'red': 231, 'green': 136, 'blue': 136}, 'percentage': 4.1}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,,,
1183588746706341889,Mon Oct 14 03:42:01 +0000 2019,1183588746706341889,1183588746706341889,"පෝය දින නිමිතිකොට ගෙන හසලක අරම්පොල ගුරුවරයා විසින් සංග රත්නයට පවත්වනු ලබන නොමිලේ ඉංග්‍රීසි භෂා කතා පුහුනු වැඩ සටහන. 

AOS 
Academy Of Spocken English https://t.co/y5u2AhmJRd",False,"[0, 149]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1183588734052134912, 'id_str': '1183588734052134912', 'indices': [150, 173], 'media_url': 'http://pbs.twimg.com/media/EGzzrsVU8AADz0E.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGzzrsVU8AADz0E.jpg', 'url': 'https://t.co/y5u2AhmJRd', 'display_url': 'pic.twitter.com/y5u2AhmJRd', 'expanded_url': 'https://twitter.com/vidurangamts/status/1183588746706341889/photo/1', 'type': 'photo', 'original_info': {'width': 2080, 'height': 1560, 'focus_rects': [{'x': 0, 'y': 198, 'h': 1165, 'w': 2080}, {'x': 0, 'y': 0, 'h': 1560, 'w': 1560}, {'x': 96, 'y': 0, 'h': 1560, 'w': 1368}, {'x': 390, 'y': 0, 'h': 1560, 'w': 780}, {'x': 0, 'y': 0, 'h': 1560, 'w': 2080}]}, 'sizes': {'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 1501, 'y': 379, 'h': 141, 'w': 141}]}, 'orig': {'faces': [{'x': 1525, 'y': 385, 'h': 144, 'w': 144}]}, 'small': {'faces': [{'x': 498, 'y': 125, 'h': 47, 'w': 47}]}, 'medium': {'faces': [{'x': 879, 'y': 222, 'h': 83, 'w': 83}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,311945153,311945153,,,,,False,1,3,0,0,1183588746706341889,1183588746706341889,False,False,si,,False,True,,"{'media': [{'id': 1183588734052134912, 'id_str': '1183588734052134912', 'indices': [150, 173], 'media_url': 'http://pbs.twimg.com/media/EGzzrsVU8AADz0E.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGzzrsVU8AADz0E.jpg', 'url': 'https://t.co/y5u2AhmJRd', 'display_url': 'pic.twitter.com/y5u2AhmJRd', 'expanded_url': 'https://twitter.com/vidurangamts/status/1183588746706341889/photo/1', 'type': 'photo', 'original_info': {'width': 2080, 'height': 1560, 'focus_rects': [{'x': 0, 'y': 198, 'h': 1165, 'w': 2080}, {'x': 0, 'y': 0, 'h': 1560, 'w': 1560}, {'x': 96, 'y': 0, 'h': 1560, 'w': 1368}, {'x': 390, 'y': 0, 'h': 1560, 'w': 780}, {'x': 0, 'y': 0, 'h': 1560, 'w': 2080}]}, 'sizes': {'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 1501, 'y': 379, 'h': 141, 'w': 141}]}, 'orig': {'faces': [{'x': 1525, 'y': 385, 'h': 144, 'w': 144}]}, 'small': {'faces': [{'x': 498, 'y': 125, 'h': 47, 'w': 47}]}, 'medium': {'faces': [{'x': 879, 'y': 222, 'h': 83, 'w': 83}]}}, 'media_key': '3_1183588734052134912', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 197, 'green': 194, 'blue': 190}, 'percentage': 41.77}, {'rgb': {'red': 17, 'green': 19, 'blue': 18}, 'percentage': 41.6}, {'rgb': {'red': 118, 'green': 121, 'blue': 113}, 'percentage': 6.99}, {'rgb': {'red': 15, 'green': 20, 'blue': 35}, 'percentage': 0.39}, {'rgb': {'red': 132, 'green': 63, 'blue': 85}, 'percentage': 0.31}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,,,
878302937809690624,Fri Jun 23 17:25:13 +0000 2017,878302937809690624,878302937809690624,සොඳුරු අනාගතයක් ගොඩනැගූ බොහෝ පුද්ගලයන්ගේ ගුරුවරයා වී ඇත්තේ අඳුරු අතීතයයි..,False,"[0, 74]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,774567180671135744,774567180671135744,,,,,False,0,2,0,0,878302937809690624,878302937809690624,False,False,si,,,,,,,,,,,
1229732559585673221,Tue Feb 18 11:41:04 +0000 2020,1229732559585673221,1229732559585673221,@SKathriarachc කවුද ගුරුවරයා අක්කේ free ද උගන්වන්නෙ 😂😁,False,"[15, 54]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SKathriarachc', 'name': '💙\U0001f9da නිෂාදි \U0001f9da💙', 'id': 4695571118, 'id_str': '4695571118', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2297216168058757e+18,1229721616805875714,4695571118.0,4695571118,SKathriarachc,606247718,606247718,,,,,False,0,1,0,0,1229721616805875714,1229721616805875714,False,False,si,,,,,,,,,,,
1132966931768569857,Mon May 27 11:09:00 +0000 2019,1132966931768569857,1132966931768569857,"ඇපල් සමාගම කියන්නේ ලොව ප්‍රමුඛ පෙලේ සමාගමක්. ඇපල් සමාගම නොවන්නට ජංගම දුරකථනවල අන්තර්ජාල පහසුකම නැහැ. ඇපල් තමයි මගේ ගුරුවරයා, ඔවුන් අපට වඩා ඉදිරියෙන් සිටින්නේ. ශිෂ්‍යා කොහොමද ගුරුවරයාට එරෙහිව යන්නේ ?හුවාවේ සමාගමේ නිර්මාතෘ සහ ප්‍රධාන විධායක නිලධාරී රෙන් ෂින්ග්ෆේයි ප්‍රකාශ කර සිටියි",False,"[0, 280]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,956735417054720000,956735417054720000,,,,,False,1,15,0,0,1132966931768569857,1132966931768569857,False,False,si,,,,,,,,,,,
1343945388403937280,Tue Dec 29 15:42:04 +0000 2020,1343945388403937280,1343945388403937280,"රැකියාවක් ලබා ගනියි , මෙම පංතිය විශේෂයෙන් කුප්‍රකට බැවින් ඔහුගේ සියලු දක්ෂතා පරීක්‍ෂාවට ලක් කෙරේ.  සියළුම ගුරුවරුන් කෙරෙහි ඔවුන් දක්වන දැඩි පිලිකුල හේතුවෙන්, පංතියේ සිසුන් තමන්ට ලැබෙන ඕනෑම නව පන්ති භාර ගුරුවරයෙකු මනස බිඳ දැමීම සඳහා මානසික යුද්ධ භාවිතා කරන අතර ඔවුන්ට  පාසලෙන් ඉවත්",False,"[0, 280]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3439452462798725e+18,1343945246279872514,1.3233240021867643e+18,1323324002186764288,SriLankanWeeb,1323324002186764288,1323324002186764288,,,,,False,0,1,1,0,1343945037709766657,1343945037709766657,False,False,si,,,,"{'id': 1343945037709766657, 'id_str': '1343945037709766657'}",,,,,,,
902096501270249472,Mon Aug 28 09:12:20 +0000 2017,902096501270249472,902096501270249472,රසායන විද්‍යා ටියුෂන් ගුරුවරයා රිමාන්ඩ්,False,"[0, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,2195823697,2195823697,,,,,False,0,0,0,0,902096501270249472,902096501270249472,False,False,si,,,,,,,,,,,
1334534535992643585,Thu Dec 03 16:26:42 +0000 2020,1334534535992643585,1334534535992643585,"👉 මහාචාර්‍ය - වැටුප රු .ලක්ශ 4 යි.
පොල් ගෙඩිය රු . 90 යි

👉 ගුරුවරයා - වැටුප රු . 35 000 යි
පොල් ගෙඩිය රු. 90 යි

👉 ඩොක්ටර් - වැටුප රු. ලක්ශ 2 යි.
පොල්ගෙඩිය රු. 90 යි

👉 පාර අතුගාන කෙනා - වැටුප රු. 24 000 යි .
පොල්ගෙඩිය රු. 90 යි

(මෙහි මසක වැටුප දක්වා ඇති බව සලකන්න)",False,"[0, 267]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1262088944222683137,1262088944222683137,,,,,False,5,115,16,6,1334534535992643585,1334534535992643585,False,False,si,,,,,,,,,,,
